IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
829,Abantu abengi baleangalila Pali iyi incende iyi kwete ulunkoto,"Kaili abantu aba bafwelefye bonse ama toloshi, kumo notukashana tonse",Elo Pali abaice naba kalamba bale angala pa lunkoto,kaili pali neko baposele pamulu aka kashika akaleshunguluka,Nelyo bonse balelolesha ako kene baposele mumulu
830,Imbwa shibili nashilala panshi mukwai,"kaili epo ishi imbwa shilelele pali nabene, nabafwala netoloshi ilya fita",Elo ishi imbwa shili kwati Isha temwana sana,"Ishi imbwa shalishibana efyo pabelele umutende, kaili echilengele shilemonekafye isha temwana",Elo imo imbwa ilemoneka uku kula Pa inankwe
831,Namona utu bana utunono nelyo utubanakaahi,"Utu utubana utwanakasahi natumfwa bwino saana, kamo akali ku kukuso kalepunda",Pali nabambi abana munuma namumbali iya aba abana babili,"Nabo, bana abanakashi, kamo nakafwala ne shati ilya buta na siketi iyafita, nakasenda nefintu muli plastiki",Elo ndemona kunuma iya aba abana Pali ilembo ati workshop mukwai
832,Abalumendo nabana mayo balimu cintu bwingi,Pantashi pali abakashana batatu na balumendo babile,Elo aba banamayo batatu bonse bale moneka ukupapa,"Kaili utukashana tubili natwasamako nokwasama, kamo nakafumya nolulimi panse ",Elo cilemoneka kwati iyi calo abaabana bali iliubushiku
833,Ndemona imbwa imo iya amasako ayabuta ,"Iyi imbwa iya masako ayabuta ilebutuka, napanshi ilenyanta pali icinshingwa camuntu",Elo ndemona icinshingwa icambwa necinshingwa camulumendo,"Icinshingwa cilemoneka na kumbwa ilikunuma, nayo yalibuta amasako",Elo ndemona kunuma Kuli nakabwa kambi akale moneka
834,Bakapokola batatu nabeminina kwati bale fwaya ukukopwa Icikope,"Babili bakapokola nabafwala utusote utwa anguka, elo umo nafwala icafina eco bafwala ngale ensha honda",Elo umo kapokola na fwala necimpopo kumutwe yakwe,"Uyu ufwele icisote icikulu, ewensha honda iyili pantashai beminine",Elo bakapokola babili Bali abepi elo umo ali umutali nganshi
835,Akamwana akepi Kali kwati naka minina pa mfula iyabuuta,"Elo uyu umwana nafwala nefyampepo, kaili panshi pali imfula yabuuta",Nelyo uyu umwana na fwala na soko kumutwe kumwakwe,Uyu umwana kaili nafwala nama gloves kuminwe shakwe,elo aka aka mwana kepi nganshi mukwai
836,Imbwa ilebutuka pali iyi incende iyi ikwete  ulunkoto,Kaili imbwa ilebutuka palunkoto lwa katapapa  katapa,Elo imbwa iyi naikwata icintu kukanwa,iyi imbwa yalebutuka ninshi naisenda icimuti kukanwa ,imbwa iyi naikwata amasako ayengi pamuboli iya yaiko
837,Ndemona akanakashi akanono Kali kwati Kali mumwela,"Aka akakashana nakatoloka, efyo kabelele pamwela",Elo aka akanashi Kali kwatikali mukwangala Pali trampoline batila,"Eyo iyine mwasosa, eilengele ati kabe mumwela",Elo uyu umwanakashi nafwala nefyaku fwala ifinga lenga uku toloka wino
838,Pali nsofu elo umuntu naikala pamusana iya nsofu iyi,"Elo pansofu pamulu nababika neechipuna, kaili pali nensalu iyakashikila",Elo ndemona mulumendo umbi nafwala neshati iya fita aleika insofu,"Aba abalumendo babili, umo ufwele icafita umbi afwele icabuta, bonse balemonekafye abena afrika",Elo iyinsofu taile moneka unuba iyi kalamba sana
839,Ndemona umulumendo aline honda aleangala,Uyu umulumendo uuli pa honda nafwala necisota eco bafwala bakensha bama honda,Nelyo uyu umulumendo naimya namolu yakwe mumulu,"Kaili uyu umulumendo, temishefye amolu yeka, naimya na honda kuntashi","Emukwai nifyofine, Elo uyu umulumendo ale ensesha pa musebo ulukulu"
840,Ndemona imbwa ilipali trampoline elo naifumya nolulimi,Iyi imbwa yintu yafita kaili namumukoshi namumolu mulemonaka umwa buta,Nelyo ndemona iyi trampoline batila naikwata notushimbi mumbali,Notushimbi utuli mumbali tulemoneka ukubutulikila kaili nokufitulukila,Nelyo mumbali ndemona nemiti kwati palenempanga
841,Pali namayo aleangalila mumfula iya snow,"Uyu namayo ali pali snow eyotwita ati imfula yabuuta, kaili epo aleangalila",Nelyo Uyu namayo ale moneka uwa sekelela nganshi,"Kaili uyuwine namayo usekelele,alemoneka kwati aleshelela muli iyi imfula iyabuta","Emukwai nifyofine, elo mukushela kwakwe ele selela pantanshi yakwe"
842,Aka mwaice akanono akamusungu kale loleshaamenshi kuntanshi yakwe,"Aka akamwaice akaume nakekata neloba kumwine kwakulyo, elo kaletwala napakanwa",Elo aka akamwana Kali kwati nakekala kale lolekesha icintu,Kaili nepo kekele aka akamwaice akamusungu akaume kumabali kuli icipuna icafita,Elo aka akamwana naka benda nomusana uwakwe untu naikala
843,Namona namayo nemishishi Isha kashika mukwai,"Ala uyu namayo uwamishishi ishakashika, afwelefye kakaputula kamukati kekafye mukwai",Nelyo ndemona uyu umwanakashi tali eka uku eko ali,"Nifyofine mukwai,kaili napantashi yakwe pali ifishimbi elo abikapo ne mendela",nelyo uyu umwanakashi naimya ukuboko kwakwe Pali cinso cakwe
844,Ndemona balumendo babili nelyo umo nafwala nakasote,"Kaili nakasote afwele uyu umulumendo kalifita, elo umo takwete imishishi mumutwe wakwe, alifye nolupala","emukwai nifyofine, nelyo aba balumendo babili Bali aba sansamuka","Kaili nakunuma yabo kuli utulumendo utufwelefye tukaputala twamukati, cilemoneka kwati pali efyo balisefya",Nelyo aba balumendo babili balemoneka kwati Bali mucintu being mukwai
845,Balumendo babili aba fita nabemya akaboko yabo,"Aba abalumendo abafita abemishe amaboko, nabanina pali bakabalwe abali cine",Elo aba balumendo babili aba fita Bali kwati balesefya ukuwina Icikombe,"Eco bakwelele pali bakabalwe babili abafita na babili aba buta,pakuti ","emukwai nifyofine, nelyo ndemona abantu mumbali bale lumba aba balumendo"
846,Ndemona imba iya fita ilebutuka mukwai,"Iyi imbwa iyafita ilebutuka, amalu yonse ayaiko yalifye pamwela mukwai","emukwai nifyofine, nelyo iyi imbwa ilebutuka naimya namatwi aya coko",Kaili ilebutukila pantanshi apa lemoneka fye kwatikashimbi akafita,"Emukwai nifyofine, Nelyo iyi imbwa ilikwati Pali efyo butukila nelyo taishibikwe"
847,Mukwai Umwaice umunono ale butuka palunkoto,Kaili uyu umwaice ulebutuka palukunto alemonekafye uwasangalala,Nelyo ndemona na abantu abengi nabekala mutupuna twabo,ili ibumba ilikele cilemoneka kwati bali ku ciila ica nimbo ,Nelyo Mumulu mukemoneka yalya amakumbi aya leta infula
848,Umulumendo Ali mumwela na honda yakwe mukwai,Uyu umulumendo nafwala necisota eco bafwala bakensha bama honda,"emukwai nifyofine, nelyo uyu umulumendo alikwati Ali mukwangala na honda yakwe","Aya amangalo yama honda yantu ayabipa sana, pacikope ilelanga ati umulumendo uyu alitolweleke apatali sana pamwela","emukwai nifyofine, nelyo uyu umulumendo ale moneka kwati na pupuka"
849,Mukwai Ndemona iconi icikulu cile pupuka mumwela,"Ici coni icatemwa isabi lyapakamana, kaili efyo cilepupukila mupepi namenshi",Elo Ici iconi ica buta nacikwata namolu ayaonda nganshi,"Kaili ici iconi icabuta bacita ati inkooba, cali temwa nokwikata isabi","Emukwai nifyofine, nelyo Ici iconi tacipupukisha cisangwafye ififfine apepi namenshi"
850,Mukwai ndemona unwana umunono ale angalila pali icinti Ici batila trampoline abene,"Uyu umwana umunono umwaume aleengala, amolu yali mumulu, elo amaboko yali panshi",Kaili uyu umwaice umusungu nafwala nefyaku fwala ifya fita,kaili nape shati lyakwe panuma napalembwa nefyabuta ifilembo ifishilemoneka ,Nelyo ndemona na neti ishingulwike iyi trampoline ale angalilapo umwaice
851,Ndemona impili ishi kulu nganshi mukwai,"Uku kumppili ishikulu kuli nemfula iyabuuta, kaili nomuntu eko alepitila",Kaili uyu umuntu mu lumendo ndemona mukwai,"Uyu umulumendo ule enda napapapa necola munuma yakwe, kaili nakwate nenkonto shibili kuminwe",Elo ndemona amapila yambi Naya mena nolunkoto ulusuma sana
852,Mukwai ndemona unwanakashi nembwa shakwe shitatu,"Uyu umukashana uuli nembwa shakwe, nafwala ishati ilyafita, nakaputula iya iyafitulukila",Ishi mbwa Sha umwanakashi uyu nashikwata namolu aya tali,Ishi imbwa kaili shitali sana efyo shakwatila amalu ayatali ,"Emukwai nifyofine, ishimbwa shonse shilelolehsa namayo uyu"
853,Imbwa ili namolu naya fimbwa nemfula iya buta eyo beta ati snow," iyi imbwa iyabuta mumukoshi,yalepita mu mfula iyabuuta efyo ifimbilwe amolu",Natemwa ukulanda ati iyi imbwa ilemoneka kwati yalina sana,"iyi imbwa iyaina ili, ukulifye ukwafitulukila takuli akasuba","Emukwai nifyofine, elo paline miti mumbali mukwai"
854,Umwaice umunono naiminina Pali inshimbi ishungulusha abana mukwangala,uyu umwaice umwaume nafwala ifya kufwala ifya fitulukila ilyo eminine pali ifi bangalilapo ifishunguluka,kaili iyi inshimbi ili kwati naishunguluka sana,"Emukwaiyi nifyo fine, pantu palemonekafye fube fube, icilelangilila ati cileshunguluka",Elo futi kulemoneka kwati kuli imirti kunuma ya umwana
855,Umwaice umunono naikalakalapali shofolo nelyo kuli abelemudonsa,Eico uyu umwana naumfwa bwino pakwikala pali shofolo elo balemudonsa,Nelyo epo balengalalila umwana naba shikulu Bantu Nipa lunkoto,Kaili pa lunkokoto ululemoneka ulwakatapa katapa pali nakapuna akabuta akamu maofesi,"Emukwai nifyofine, elo apa Bali pale moneka kwati Nipa yanda iyabo"
856,Ndemona banamayo abengi nabakolongana muncende iyi,muli iyi incende mufulile banamayo abalemonekafye kwati bakucalo ca Japan nangula Korea,Kaili Pali banamayo nefinso ifya pusana pusana," aba bamayo aba finsi ifya pusana pusana nabakwata nemishishi ishitali, elo ishafita ishapalana",Mukwai aba abanakashi Bali kwati Bali ukwa kubombela fye abanakashi beka beka
857,Utubana utunono natu ikata inkumba neminwe shabo,"Utu utubana utaume utuleikata inkumba, tonse pamo tuli cine, elo tumbi tubili natwiminana akatalamukila",Natemwa ukulanda ndemona na fensi iyama way mukwai,"Kaili kulu lupango lwa mawaya, kwiminine ibumba lya babantu liletamba notubana utunono","emukwai nifyofine, nelyo kumbali ndemona namayanda aya pusana"
858,Mukwai imbwa ile butuka na amolu yali mumwela,"iyi imbwa tailifye imo mukwai, pali nayimbi ilikumbali eyo balecinfya nya nayo",Iyi imbwa iyile butuka naikwata namolu aya tali,"ishi imbwa shamolu ayatali,nashikwata utu vesti utwapusana pusana",Elo iyimbwa ili kwata Lili mukwangala amangalo ayaku butukukila Imbwa
859,Mukwai ndemona umwaice umusungu naiminina,"Uyu umwaiche afwele ishati ililemoneka makumbi makumbi, kaili naikata kuminwe eko bateyelako tennis",Uyu umwaice Ali kwati alikwata amatobo aya kashikako,"Ala uyu umwaice musungu, efyo akwatile amatobo ayakashika nganshi","Emukwai nifyofine, nelyo epo eminine umwana Pali ulunkoto ulusuma nganshi"
860,Ndemona iconi ici kulu cilimumenashi mukwai,"Ici iconi icili mumenshi, eici beta ati imbata, calitemwa ukwangalila mu menshi","Emukwai nifyofine, Ici iconi tachi pupukisha kulinga nefyo capangwa","Emukwaiyi nifyofine, kaili umu mumenshi cili cilemoneka kwati cilefwaya ukupupuka",Ici icibata cisangwa ififine apepi namenshi kaili yalikwata amolu aya samba pamenshi
861,Imbwa ile angalila muli infula iya buta eyo beta ati snow,"Iyi imbwa ile angalafye yeka mu mfula iyabuuta,kaili kunuma kulemoneka imiti iya uma",Elo iyi imbwa ipalile ilya imbwa eyo beta ati German Shepard abene mukwai,"Emukwai nifyo fine, pantu naikwata amatwi aya fita ayatali aya sontwa mumulu","Emukwai nefyofine, elo iyi imbwa yali ishibikwa ati Ila butukisha"
862,Mukwai ndemona umuntu naposa ichimuti icikulu mumwela,"Kaili ici icimuti aposele mumwela, cilemoneka fye kwati cileya mukuponena pakamana",Nelyo uyu umuntu nafwala nefyaku fwala ifikafya umubili,"Nafwala ifya kufwala ifyamupepo, kaili eko bali takuli akasuba","Emukwai nefyofine, elo ndemona Imbwa shibili pambali iya akamana"
863,Ndemona imbwa shibili Isha buta shile bututuka,ishi imbwa shibili ishabuta shilemoneka kwati shilepepekana,imo Imbwa ile pepeka inankwe nelyo naisula akanwa kwati ile bosa,"Eico cilelangila ukweba ati, palishi imbwa shibili tapali umutende ","Emukwai nifyofine, kaili ishi shine imbwa shibili shonse shipi"
864,Utubaice utunono tubili natuikala pali iciahimbo icalu angala,"Aba abice babibili abaume bekele mwi shitimai ilyo bangalimo,lilaya pamulu kaili nokubwela pasnhi",Elo utu utubaice natu fwala tu  putula tumotwine utwa kashika ,"Kaili natufwala nama shati ayapusana,uwikalile kukuso afwele ilya buta, elo kukulyo afwele ilyafita",Elyo utu utubaice tuli utwa sansamuka nganshi elo tule angala
865,Nakulu Bantu alemoneka kwati ale endela Pali aka Tambo akanono,"Uyu umukashana aleendala pakantambo akanono, munshita ninshi akasuba elo kalewa",Nelyo ndemona umulumendo umo ule tamba uyuwine umwanakashi,Uyu umulumendo aiminine akatalamukila nomunankwe linto baletamba uyu umukashana,Nelyo panse napo pale moneka kwati Nipa cingulo
866,Umulumendo umo natolokela mu mwela nenjinga yakwe,"Uyu umulumendo, tafwale nakasote kumutwe elyo alipamwela ne ncinga yakwe","Emukwai nifyofine, elo umbi umunankwe naukala ale tamba umunankwe","Uyu umunankwe ulemulolesha ilyo ali pamwela, ena nafwala akasote kumutwe",Elo aba balumendo babili bale moneka kwati Bali mukwangala nenjinga shabo
867,Imbwa iya fita naitoloka mumwela elo naikwata icintu mu kanwa,Iyi imbwa ilemonaka kwati yalebutukisha ilyo yasendele mukanwa icilemoneka kwati cidoli,"Emukwai nifyofine, elo ndemona iyi imbwa iya fita naitoloka na fensi iyama waya","Elo nokwabelele ulupango lwa waya ukukwine, kwali nolunkokoto ",Elo iyi ncende mukwai ile moneka ilisuma nganshi Nasosa
868,Mukwai ndemona banakulu Bantu babili,"Aba banamayo babili basungu, umo uuli ku kukoso nakwata akantu kukanwa",Elo naumbi Ali kwati na sekelela Sana mukwai,"Uyu namayo uuuli kukulyo nefyo alesekelela, tafishibikwe nangu panono",Elo aka akwete umbi pakanwa kakwe kala panga ichonongo nganshi
869,Apa Pali utubwa tubili utunono na imo ilikulu mukwai,"Ishi imbwa shonse shili shitatu, ili kukuso naisendema",Elo tubili utunono tuleangasha ipepepala elo ulu kalamba nalu lala,"ishi shibili, shilemoneka kwati pali efyo shilelya muli plastiki iya buuta",Nelyo iyi imba iyikala ilemoneka kwati e umufyashi uwa utu utunono
870,Mukwai ndemona utubanakashi utunono tubili,"Utu utubana utwanakashi utunono tatuli tweka, kunuma kuli nabanina nabafwala ifyaku fwala ifya fita",Nelyo utu utubana tonse tubili tuli utwa temwa sana,"Utu utubaice natutemwa, kaili tule angasha amenshi ayafukauka, ayetwa ati ama bubbles",Natemwa ukulanda ati utu utubana tulemoneka kwati nitu munina utwa ciko
871,Imbwa iyi kwete amolu aya Tali ile butuka,Iyi imbwa naikwata naka mumukoshi akafita elo ilebuta,Iyi imbwa ikwete akamumukoshi ilikwati ile angala ,kaili iyi imbwa nefyo ilebutuka kumpanga ukwauma tafishibikwe,Elo imbwa iyi ilemoneka kwati kwati teikali namona
872,Utubwa tubili tule endela capamo mukwai,"Utu utwabwa utwakwata amasako aya buta  utule endela capamo twalishibina, efyo pabelele umutende","Emukwai nifyofine, nelyo epo utubwa utu tule endela Pali utumabula utwauma utwingi","Kaili utu utumabula utwauma, twaponene ku miti ili mumbali",Elo uku eko utu utubwa tule endela ku Suma nganshi
873,umulumendo ale chofwa injinga pamusebo," elo uyu umulumendo alecofa incinga, mumabali yamusebo muli ifipampa fya mu musebo, filemulangilila ukwakuya","emukwai nifyofine, elo mumbali iya musebo muli nolunkoto ulusuma",Ulu ulunkoto lulemoneka naku mpili ishili kantasnhi yamulumendo uyu alecofa inciinga,Nelyo uyu mulumendo ule ninika umusebo alemoneka kwati aliuwanaka
874,Mukwai shikulu Bantu umukote Ali uwa temwa,Uyu shikulu bantu kaili nakwata nomwefu wapamona uwabuta,elo futi uyu shikulu Bantu nakwata kukutwi kalya beta ati ka Bluetooth headset,"Emukwai nifyofine, eko akwete uyu shikulu bantu kali fita, elo nakwata nepala",Nelyo uyu shikulu Bantu nakwata nomwona ubukulu mukwai
875,Ndemona imbwa ile angala nomupila uwaku panta,Iyi imbwa iyamasako ayakashika ile angala nomupila wakupanta kumakasa,"emukwai nifyofine, elo iyi imbwa epo ile angalila Nipa lunkoto","kaili ulunkoto ilipo lwalyuma, elo namumbali lwaba ulutalwauminina","Emukwai nifyofine, ndemona futi na umuntu naiminina kunuma iya imbwa iyileteya umupila"
876,Ndemona abantu balikwati nabaikolonganya Pali incende iyinono,"Uku kuncende bali, kulemonekafye amabwe kaili ukwauminina",Elo uku kuncende kabili ili kwati kwali talala Sana mukwai,"Emukwai nifyo fine, eico epo bekele nabakwata ifyampepo ifyapusana pusana","Cishinka mwa Sosa, elo uku ukuntu Bali naku kwata nempili"
877,Ndemona abaice batatu abasungu tabafwele ama shati,"Kaili aba abaice bafwele fye utuputula, babibile ba fwele utulemoneka makumbi makumbi, elo umutali afwele iyapusanako iyabutulukila",kaili bonse batatu abaice aba naba fwala utukaputula utunono,Kaili ututu kaputula bafwele twa kusambilamo eto bafwele bonse batatu,Cinshinka mwasosa elo aba abaice abanono Bali aba sansamuka sana
878,Mukwai ndemona imbwa iya fita nganshi ileyendela,"iyi imbwa iya fita eko yale endala kwali ne mi canga, nakunuma kuli amabwe ayakulu",Imicanga iyi imbwa ile endelamo shisangwa kuncende beta ati beach,"iyi incende isangwa kumbali yakamana, eku sangwa ili iloba ilimoneka ifi","Emukwai nifyofine, elo futi incende iya pala uku kwaku angalila muka mana"
879,Apa ndemona bashita babili mukwai,"Umu shikulubantu uuli ku kukuso, nakwata kamera iya kukopelako abantu",umo shitata kaili mu kute nganshi ukwete nakasote pamutwe,"Elo umbi,uulikukulyo alemoneka fye uwa cilumendo, naikata kapu alenwa",Kaili aba bashita babili tabaleiposako namano nangu panono
880,Ndemona imbwa iya Ina ilikwati ile enda,"Iyi imbwa iyaina ile enda mu mfula yabuuta, kaili naisenda nakantu mukanwa",Natemwa ukulanda iyiimbwa ilemoneka iyikali sana,"Iyi imbwa iyi beta ati bull dog abene abasungu, efyo ilemonekala iyi kali",Mukwai iyincende imbwa iyi ileangalilamo ilemoneka uku talala
881,Ndemona umwaice umwaume umunono ale angala eka,"Uyu umwaice umwaume uule angala eka, alipakampelwa alepeluka",Elo uyu umwaice ule angala eka  na fwala nakasote aka fita kumutwe,Nako akasote takalepona ilyo alepeluka pakampelwa,"Emukwai nifyofine, nelyo ndemona inganda kunuma iya akampelwa"
882,Abantu babili nabatoloka kaili Bali mumwela mukwai,"Aba abantu balemoneka kwati bakashana babili, elo nabatoloka eco babelele mumwela","Emukwai mwasosa bwino, elo abanakashi bali abekatana amaboko yabo ","nakutanshi beletolokela kuli icimana icukulu sana, kaili namumbali yakamana mulemoneka","Emukwai nifyofine mwasosa, elo iyincende ilemoneka isuma Sana eco bale tolokela"
883,Pali abaice abanakashi babili bale ngala mukwai,Aba abaice babibili nabakwata eto bale putilishamo elo amenshi ayafukauka yalefuma,"Emukwai nifyofine, nelyo aba abaice abanakashi Bali aba sansamuka sana",Aba abaice abakashana nabasansamuka elyo bale angala amangalo  yakuputilisha amenshi ayafukauka,"Emukwai nifyofine mwasosa, elo ndemona futi nefimuti kunuma iya aba abaice abanakashi"
884,Ndemona banakulu Bantu babili bali kwati bale butuka mukwai,"Aba banakulu bantu babili abafwele ifyapalan, balebutaka akalubilo",Namona futi umulumendo mumbali iya aba banakulu bantu aleyolola amolu,"Uyu umulumendo uleyolola afwele ishati ilyabuta nakaputula iyafita, na nyanta pakapuna",Nelyo Kuntanshi iya uyu umulumendo uleyolola kuli icimana icikulu nganshi mukwai
885,Umuntu ufwele ifya fita ale shelela pamulu iya infula iya buta eyo beta abene ati snow,"Uyu umulumendo uleshelela mumfula iyabuuta, nakwata nenkoto kuminwe eyo alebomfya",Nelyo epo aleshelela uyu muntu nimupepi namakubi aya buta,Kanshi uyu muntu alikumpili ishikalamba shilya ishifika na mumakumbi,"Emukwai nifyofine mwasosa, nelyo iyincede ale shelelamo uyu muntu isuma ukulolesha"
886,Ndemona abaice abanakashi batatu nabanakulu Bantu nabeminina,Aba abaice abanakashi balebapela ifilambu kuli banamayo batatu abali mumbali,Umo naiminina Pali ilibwe naikwata ilembo ilelanga ati Ali nambala wanu," uyu apali impendwa imo ewasepele abanankwe, pali na bambi babili kumbali nabo pali impendwa ","Emukwai nifyofine mwasosa, nelyo aba abaice abanakashi  Bali aba temwa makamaka umu uwa sepele abanankwe"
887,Umwaice umwanakashi afwele naka siketi aka kashika Ali kwati aleenda,Kaili uyu umwaice nafwala na kosote aka kashika nge cungwa,Futi ndemona nemyotoka mumusebo apepi nepo aleendela umwaice uyu,"ishi imyotoka pali shibili pantashi isha fita, kaili nakunuma kuli imo iyakashikila","emukwai nifyofine, elo ishi imyotoka shili kwati nashi konkana shekasheka fye"
888,Pali umulumendo uli kwati ale butuka pamusebo ufwele ka kaputula aka kashika,"Uyu umulumendo nika bututuka walubilo, kaili namumbali pali abelemutamba bashikulu bantu abafwele ifyakashika",Nelyo uyu mulumendo alemoneka kwati alebutuka nabanakwe noba naba sha,"Uyu umulumendo kabutuka walubilo, alamukali pantu nabanankwe ebo ale butuka nabo tabalemoneka",kaili uyu kabutuka walubilo alionda pamulandu incito yakwe iyabu kabutuka walubilo
889,Nakulu bantu na kaice abanakashi bale butuka,Uyu nakulu bantu uli nakaice nankwe alemonekafye kwati mwaice pantu nakontamako pakubutuka ,Nelyo nakulu bantu no mwaice umwanakashi Bali abaikatana iminwe,"Emukwaiyi nifyo fine, umwaice na bamwikatako na pakuboko, elo baleninaka akalubpili",Elo aka akalupili Kali aka fimbwa nolunooto mukwai
890,"abaice babili, umo umwaume umbi umwanakashi bali kwati balimumwela","Uyu umulumendo no mukashana abali pamwela, bafwelefye utuputala twakusambilamo, ilyo baleponena pamenshi",Elo ndemona umulumendo naikala Pali icilibwe icikulu icile moneka kwati cilupili,"Uyu umulemendo ena talesambako, aletambafye abanankwe abalesamba pakamana akawama ngashi","Emukwai nifyofine, namona futi iyincende ilemoneka isuma uku angalilako"
891,Mukwai Pali imbwa iyi kwete amasako aya buta ilikwati ili mumwela,"Iyi imbwa iyi kwete amasako ayabuta,yalebutukisha eco ilemonekala kwati ili pamwela ",Elo iyi imbwa iya buta ilebutuka naikwata akakukanya akantu,"Kaili aka akali kunkanwa ikwete,kalemoneka kwati kakucingilila abantu ukukanwa sumwa",Elo nde Mona kwati kumbali kuli motoka iiminine apepi nolunkoto
892,Pali Banakulu Bantu babili na'aka akanama beta muchisungu ati kangaroo,"Aba banamayo babili bale ikata ka kangroo, nako kangroo kali fye aka icefya",Elo aba banamayo babili bali aba temwa ukuikata  ka kangaroo aka,Aba banamayo epo beminine Pali nolunkoto mukwai,kaili kunuma aba banakulu Bantu babili ndemona imiti iyitali nganshi
893,"Ndemona umulumendo umo, abanakashi babili notu kadoli mukwai","Abakashana babili nabakwata ama kapu yama drinks, umo umukashana alenwishako nomulumendo",uyu umulumendo ale moneka kwati ale lolesha pambali,"Kaili bonse nomukashana balelosha pambili, nefyo balelolesha ta fishibikwe",Chile pala kwati aba abanakashi no mulumendo bonse bale endela capamo
894,Pali umwanakashi umusungu Ali kwati alelolesha mumulu ,uyu umukashana na fwala nama gloves ayabuta ne jacketi ilyafita,Nelyo cilemoneka kwati uyu umwanakashi alimu cintubwingi,"Umu mucintu bwingi umukashana ali , muli abalumendo na bakashana abale enda",Nelyo uyu wine umwanakashi alemoneka kwati alefwaya ukwisula akanwa kakwe
895,Mukwai ndemona akabwa akanono aka kwete amatwi ayakulu nganshi,Aka akabwa aka amatwi ayakulu nganshi kale angala nakamuti aka nono,kaili Aka akabwa akanono naka kwata nomutwe ulukulu nakamubili aka nono,Kaili nepo kale angalila pali utumabula utonono utwa uma,Aka akabwa aka nono aka kwete amatwi ayakulu kale lolesha akamuti eko kale angala nakena
896,Ndemona balumendo babili bakangala aba rugby bali mumwela,"Iyi rugby iyi beta ku America ati American Football, nayo mupila wakuminwe",Nelyo cilemoneka kwati umo napunka umunakwe mumwela bali,Umo uufwele ishati ilya kshika napunka umunankwe uufwele ishati ilyabuta,"Emukwai nifyofine, elo pambali icibansa bale angalilamo Pali nabantu abengi abale lumba"
897,Pali umulumendo Ali mukabwato aka nono,Uyu umulumendo u uli mukabwata akanono aleoba,Elo uyu umulumendo ulu mukabwato ale esha ukuikontololsa pa menshi,"Kaili uyu wine umulumendo na fwala necisote ica fita, ne fyakufwala ifili pamubili nafifita",Elo ndemona namenshi ayengi ayale tolokela konse namukati iya akabwa akanono
898,Ndemona Bantu abali cine Bali kwati bale enda mukwai,Aba abantu abli cine nibana mayo aba lepita pamulu pa bulalo,iyu ubulalo ndemona kwati ikulu Sana eco abantu bale monekela abanono,"Ubu ubulalo bwakulwa na mabwe, nabubela apatali sana, eco abantu ta balemonekela ",nelyo na panshi Pali uyu ubulalo palina amenshi kwati akamana
899,Pali abaice naba shitata nabaiminina Pali iyincende,"Aba abaice na bahsitata pali abeminine ukulefuma amenshi,aya amenshi yalefumina panshi",Elo ukufuma kwamenshi panshi ekule sansamuka abaice aba naba shitata,"Na umo shitata na sansamuka,pantu ne shati lyakwe nalibomba kumenshi ayele fuma panshi",elo iyi incende balimo aba bana naba shitata isuma ukumona nasosa
900,Mukwai ndemona imbwa iyabuta ile butuka,"iyi imbwa ikwete aka mumukoshi, taishibikwe eko ilebutukila",Elo iyi imbwa ile lolesha kuntashi untu ile butukila mukwai,"Kaili nepo iyi imbwa ili nipalunkoto ulusuma sana ulu ta lwauma, elo balatapilisha","emukwai nifyofine mwasosa, ulunkoto ulu lulu uwa sekesha ntile"
901,ndemona abantu abengi mucintubwingi nabemya amaboko yabo,Aba abantu balemoneka kwati bale longana munshita yabushiku,"eyamukwai nifyofine, nelyo uku ukulingana kwababantu luli kwati lukalamba sana",Ukufula kwabantu uku kwine kulemoneka kwati pali ifilubi ifili kuntashi efyo ba lepepa,Elo ndemona futi kwati icilonganino ici cilemoneka wino sana
902,Ndemona umulumendo uwa fita naikata umupila lwa amangalo ati basketball,Umbi umulumendo nakashikako pamunakwe uyu uwa fita,Mukwai uyu umulumendo uwa fita nafwala shati iya kashika na kaputula aka kashika,"Kaili uyu umbi, afwelefye ifya buta,elo bale lwila uyuwine umupila wa basketball",Elo ndemona mumbali kwati kuli nabambi bakangala abale teya basketball
903,Akabwa aka nono nabatolokela apaku lalilapo abantu,kaili akabwa aka nakakwata naka bola mukanwe,Elo aka akabwa akanono nakakwata namasako ayengi,aka akabwa e aka beta ati house dog imbwa yamung'anda,"Emukwai nifyofine mwasosa, kaili utu utubwa tulaba utwa cenjela sana"
904,Namona namayo Ali kwati nembale eyo ale imya,"Pambele yakwa namayob uyu, pali ama kapu kaili muma kapu muli nefyakunwa",aya amakapu emishe uyu mayo ale langilila abantu abale fwaya ukunwako,Kaili ukukwine ali namayo uyu kuli cinkupiti wabantu,"Emukwai nifyofine mwasosa, kaili cilemoneka kwati nipalya beta ati pa restaurant"
905,Pali umulumendo nafwala itoloshi iya fita neshati iya buta,"Uyu umulujmendo nafwala nesapato ishama wilo, eshi mulengele atoloke",natemwa ukulanda ati uyu umulumendo mukali uku angala neshinsapato shama wilo,"Kaili uyu umulumendo tafwele nacila icisote icicingililako ilyo apona, afwelefye aka cabe cabe",natemwa ukulanda ati uyu umulumendo ngakutila apone kuti aicena nganshi
