IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
5787,umulumendo ali mwituka naikata nebotolo kukuboko kwakulyo nafwala nefyakufwala  fyafita,umukashana aleitulwila insukale muli kapu,petebulo lyamukashana pali ifintu fyalekana-lekana ifingi,"umukashana ali mwisamba, elyo pamulu napo pali ifintu fyalekana-lekana, ichilimba, amabotolo elyo nafimbipo",patebulo lyamukashana balibikako nautukope pali na akalubi nakekata naumwele kuminwe
5788,abaiche bali muchikulwa baleangala ubwangalo bwa karate,panshi pali nensalu yamulopa-mulopa notukashana tubili natulalapo pansalu,umwaiche umo nafukamako nabika nomutwe panshi tapalemoneka iyo,umwaiche umo nafukamako nabika nomutwe panshi,kunuma yabantu beminine kuli nefishimbi fintu babika.
5789,"abalume na bakashi balelya ichakulya chabushiku, petebulo pali ifyakulya fyalekana-lekana",kunuma yabalume kuli umulumendo uwikeleko nafwala neshati lyafitulukila,"petebulo lyabulume na bakashi tapalifye ifyakulya fyeka-fyeka, lelo pali nebotolo lya mwangashi elyo nebotolo lya menshi",kabili Kunuma yabantu kuli namaluba naumwanakashi ali uwamwentula,"kabili Kunuma yabo kuli nemyotoka, nechikulwa namalaiti nayaka"
5790,abantu bali ubwiminine pakati yafikulwa elyo nashikulu bantu ali panchinga aleya ukuli abantu,umwana naikalako kaili alifye eka nakamotoka kakwangasha kuminwe akamulopa-mulopa aletamba nabeminine akatalamukila,kabili uku lubali kuli ifikulwa noku lubali nakwena kuli ifikulwa ifikulu,uyu umwana alelosha umulumendo  uyo uli pa kacinga,"kabili uku lubali ukwikalile umwana kuli ifintu mumbali tafilemoneka bwino bwino, futi ku lubali kuli notufimuti utunono"
5791,Kemya wanshimbi shafina ale ale ikosha mulya bemisha inshimbi,naimya icishimbi icafina ico icili na fisendo fya nshimbi fitatufitatu kumbali shonse shibili,Afwelefye akaputula akepi kanshi ifumo na icifuba cakwe filifye panse,"Mumimonekele yakwe, ala kuti wabala watwishika ngacakwebati kuti akwanisha ukwimya inshimbi emishe",Umumwine bemisha ishimbi muli abantu naba mbi kumo naba namayo babili
5792,Abantu babili nabafwala ifyakufwala fya ifinayau,mumukoshi nabafwala nobulungu,kumutwe kuli ifisote ifi kalamba nganshi,bonse pamenso bali apatenwa nacolor yabuta,Mumenso na pakanwa pali apa fita fititi
5793,abantu nabeminina  mumulongo,Abengi baletinika balamya babo,Bemanine ngabo abelelola uku kwela motoka nagula sacha,shikulubantu emanine pantashi nakwata ichola icho abikile panshi,cilemoneka kwati nakalimo nishita yabushiku
5794,abana babili baleyangala mwiloba lya kuiciman,Nababumba ifya kwangasha namaloba,kunuma yabo kuli umuntu uyo uilyimba mwi loba,kunuma yabo bonse kuli icimana icikalamba ngashi,aba abana nabengila mumifolo isho bembile
5795,banamayo baleteya umupila uyo beta ati basketball,bonse nabafwala ififwalo ifyo bafwala pakuteya uyu umupila,umo kateya niyikata bola muminwe,elyo umubiye alelwisha ukusenda bola,icibansa baleteyelamo chintu chatelela elo icha busaka
5796,Umuntu aleyenda pakati ka musembo,mubali lwa musebo muli amatuka,muli nabamotoka abali mumulongo mubali lwa musebo,panse yamatuka nabatantikamo namakwebo,amatuka nayakwata nama window ayengi ganshi
5797,umwana umwanakashi aleyanga pamenshi,nafwala notufwalo uto bafwala abo absamba pamenshi,natoloko pamulu wamenshi yantu alesambamo,amaboko namolu fyonse filimumulu,pamenso ali uwa sansa nganshi
5798,"imbwa shibili nabashikakila,","Palishi imbwa shibili,imo yintuyafita elo iyimbi yintuyabuta",nabashikakila nemishibi sha mulopa mulopa pamulu napapita netambo,bushe imbwa ishi shilishinga?,"mukumoneka chilepala kwati nishitatu, iyo baleka umushipi mumukoshi nayisula nakukanwa"
5799,Umwana nabawishi bali ishitolo umuli amakwebo  aya lekanalekana,"Mwishitolo line muli namayo ulelanda pali lamya,kabili ali uwasekelela","Nelyo ekete lamya nokuboko kwa kukuso, ukukumbi kukubo kwakulyo naikata inkonto iyo alebomfya ukwendelako",Nangula uyu mwana ali nabawishi  amenso yakwe yali kuli banakulu ba inkonto,"Ili ishtolo lilemoneka ngalilya bashitishamo ba lamya,elo nefintu ifimbi ifyalekana lekana"
5800,"umukanshani nayikala pachipuna,ali uwasekelela",kukuboko kwa kukuso nafwala imbalamino nganamayo uwaupwa,kunuma  yakwe kuli icipuna echo babikilepo ifyakufwala,uyu namayo nafwala ama galashi aya menso,Awe kwena ukumwetula kwakwa uyu namayo kuli ukwa nsansa ngashi 
5801,Imbwa ileenda munkungulu-mabwe ilemoneka iyalema,kabili uku lubali kulemoneka nefimuti ,elyo inshita ilemoneka kwati chungulo bushiku pantu palemoneka apafitulukilako,Imbwa pantu ilenyanta paleshala nefilengwa fyamakasa yaiko,kabili Imbwa ilemoneka iyanaka ngashi
5802,abakashana babili nabekalako baleshimika ilyashi,umo umukashana nasendamako elyo aletinika na lamya,kabili kulya bushilya kuli shikulu bantu ilemonekafye ichamutwe cheka-cheka,kunuma yachikulwa chintu bekelepo kuli nama luba elyo nechimuti,napalubansa palemonekafye apa busaka
5803,mukalale mulemonekafye abantu aba chikulile baleenda,umo nakulu bantu euli pantanshi nakobeka nakachola pakubeya nafwala nama galshi,elyo banakulu bantu batatu bali panuma  umo aleendelafye kunkoto,kabili kunuma yabantu kulemoneka nefikulwa ifitali nganshi kabili ifisuma,kuli nemyotoka ishingi kabili kuli nefimuti elyo nama robot yamotoka
5804,Utukashana tubili tuli mung'anda natwimininako nokumwentula tulemwentula kamo nakafwala nama galashi nakemya nakanankwe kuminwe,kumuputule umbi kulemoneka shitata naikalako alemonekafye ichanuma,ukulubali kuli nefipuna fyabuta nefya kashika muli notuntu pakatebulo,kabili muputule muli notuntu pakatebulo,elyo ing'anda ilemoneka ili pabili imo panshi elyo imbi nayo pamulu
5805,umuntu nanina pedonki kabili idonki lilebutuka,kunuma kuli nabantu baletamba ifyo shikulu bantu aleensha idonki,kabili epo idonki lilekonekela Pali nechintu icha mulopa-mulopa,nakunuma yabantu kuli nefishimbi fintu bachingilila nga ulupango,shikulu bantu nafwala nechisote kumwetwe
5806,"nakulu bantu ali mukalale naikata nomwana kuminwe, naika nebuku kukuboko kwakukulyo",kunuma yakwa nakulu bantu kulemoneka nabantu abaleenda,kabili abantu bali pakati kafikulwa ifitali kunuma kuli nechi,kunuma kuli nechi mbayambaya chabutulukila,umukashana nakamwana balefuma mumusebo balekonekela mumusebo umbi uwa kukuso
5807,"Umulumendo alebomba, alepanga ichintu ichilemoneka kwati litebulo",panshi pantu alebombela umulumendo palifye ifinkolonkolo,kabili panshi palemoneka nefyela fyakupangila ichintu alepanga,umulumendo nakontamako nafwala netoloshi muli nomushipi wafita,elyo panshi pali nakabokoshi kafita notuma wilo
5808,motoka ileenda pamusebo  mukati muli na namutekenya umulumendo alelanda napa lilamya,motoka ilemoneka iyabuta nefilembo kumbali ifyafita elyo nefya katapa-katapa kuchibi chamotoka,kulya lubali kuli nabantu nabafwala nechisote chabuta,"Pali netuka lya malwa, pantanshi pali nakamotoka akabuta", kabili kulya bushilya kuli nefikulwa ifikulu nama galashi ayengi
5809,abantu bali pamaliketi munshita yachungulo,umulumendo ali mwituka lyamikate nafwala nechisote kumutwe,"kunuma kuli nabantu, umulumendo umo napilibula nomutwe alelolesha kunuma",petuuka palemoneka ifimuti ifyaimikwa,petebulo lyamulumendo pali nemikate
5810,abakashana babili nabekala mumupando baleshimika ilyashi,umukashana umo ali notuntu muminwe,ifipuna filemoneka ifya kashikila,pamulu yachipuna pali nensalu ya kashika,umukashana umbi nafwala neshati lyafitulukila nalolesha noku lubali
5811,umulumendo nomukashana nabeminina mupanga umo uli ifyani fyakatapa katapa ,umukashana  naiyimya ukuboko nasonta notukumu tubili mumulu,umulumendo ena natambika ukuboko  kumo elyo kumbi naiyikat pechaketi,bushe abantu nabopana nangula chinshi bafwalile ifi?,balemoneka mwati bantu bafuma mukupana pantu namayo nafwala ilaya elyo ilifwala mukasana pa kupwa elo nomulumendo afwele ngouleupa
5812,ibumba lyabantu abali pakusambilishanya,"Pali ili ibumba pali umwana umunono,umukashana,elyo nabanamayo babili",uku ukusambilishi kulemona kwati kwakwipika,"Banakulu abo abakonteme balisambilisha uyu umwana uwikele, bonse babili nafwala nama plastic kuminwe ",umukashana  naba mayo abo abalemoneka ngabanina bamwana baletamba efyo uyu mwana alechita
5813,unulumendo nomukashana bali mwi ishitolo elyo bashitishamo efyakulya fyalekana-lekana ,namayo nakobeka akachola pakubeya elo umulumendo nakwata plastic yabuta kuminwe ,pamulu yamitwe shabo pali ba ma flag bafyalo ifya pusana pusana,Bushe umu mwishitolo ekweba ati tamuli abantu bambi?,umu mwi ishitolo uyu umulumendo nomukashana tabalimofye beka lelo muli abantu nabambi abo abaleshita
5814,bakaloba bamasabi bali ku cimana,aba bakaloba amasabi bonse balumendo ,muminwe bonse nabekata isumbu elyo baletwala pa cimana,"Pali aba abalumendo, bambi balikale mucinama balepokelela isumbu lye Sabi ",pa cimana cine pali iboti elyo ilisendele abantu kabili nebwa iyo iyilekonka kumbali kwe isumbu
5815,Umulumendo  aleyangala ubwangalo bwa pali skate board,natoloka mumulu ukwabula amakasa yakwe ukunyata pali skate board ,Amaboko yakwe yali ayasalangana pakweba ati engatoloka bwino ukwabula ukupona,uyu umuluemndo  aleteya ubu ubwangalo ekafye ukwabula abantu,napakwangala ubu ubwangalo kumakasa nafwala insapato ichafita elo nechisote ichafita 
5816,Bashitata bane naba imanina baleshita amanshi yakaba aya coffee na chocolata,"Pakantemba apa pene palemoneka balashitishapo nafimbipo ifyapala ifitumbuwa, amabanshi nafimbipo ifyakunwina pali coffee na chocolate",Imifwalile yabo ilinga ilya iya bacilolo ba makwebo ayakalamba ,Cilepala intemba iyi ila kolnganya bakabomba abengi pashita yakunwa coffe na cholate nga yafika,Akatemba baleshitapo kabela mulubali lwa musebo 
5817,ukuboko ukulemoneka ngo kwamwana nakushitilisha panshi yacipepala,muminwe mwine naiyikata utuciliko tuntu alefomfya uku pentelako,ukuboko kuli ukwalamba an anbamakala bantu ale bonfya ,Bushe finshi aleliwisha ukupanga pali ili ipepala?,Alemoneka aleliwisha ukupanga icipicture chakupenta nama colour yapusan pusana
5818,"umukashana naimanina,elyo naiyikat namumusana wakwe nokuboko kumo",mupepi yakwe pali ifitukutuku fibili ,kuminwe yakwe yimbi akwata ichisote ichifwala banamutekenya ba icitukutuku,bulimoneka kwati nakalimo bushiku,"fyo chilemoneka,elyo kunuma yakwa mamayo uyu kuli amalumba elo naba motoka "
5819,bakondapa bamalwelwe pali pakatikamilimo,Pali aba bakundapa pali abakashana babili naba lumendo  babili,pabulalo napala ukulele uyo aleundapa kuli bashinga bamuchipatala,umukashana umo naiyikata chimacine icho balebomfya ukusanikilako pantu baleundapa,namayo  uyo wikete chimachine ali uwapapa kukanwa elyo umulendo ufwele ishati yakatapa katapa ali uwapapa kwati muntu akwete umwenso
5820,umukashana alelisha  inkunda pamusebo ,kunuma  yakwe kuli mulemendo nomukashana  abo abalenda nabekatana iminwe ngabali muchitemwiko,uyu umukashana nafwala kali shati kamabumbi makumbi elo netoloshi ilya ifigamba,Inkunda nashikologana mukulya efyakulya efyo uyu umukashana aleposa panshi,Kunuma ya aba abantu batatu kuli icikulwa ichilemona ubusaka nomuluendo alepyanga panse yacikulwa 
5821,Umulumendo ali na umukashana mumuputule wafilimba,Umukashana naikata nepepala muminwe nechakwimbilako inyimbo kukuboko Kwa kukuso,umukashana nafwala ne ndeleshi yakaki nomushishi uutali,umulumendo eminine pa filimba nfwala nechisote naikata nabanjo kuminwe,kabili uku lubali mupepi na umulumendo kulemoneka ichisansa chamuntu Cheka-cheka
5822,"shikulu bantu nakumbatila akamwana akanono, kabili akamwana kalemoneka kwati kalelila",panchede pali shikulu bantu nakamwana pali naumutu uwiminineko akatalamukila  lelo talemoneka pamenso,shikulu bantu aletomona umwana kwisaya, kabili pali nefyani ifikulu elyo na utunono,Kunuma yabo nakwimanina umuntu uyo afwele itoloshi lyafiita na insapato shakashikila
5823,mumuputule muli abantu abekeleko baletamba fintu filechita shikulu bantu,shikulu bantu alepanga ifyakupanga panga nafwala nensapato shakubombelamo,shikulu bantu naikalako na pamupando napantanshi yakwe  pali mashini ,bana mayo nabekalako napatupuna elyo umo naikata nechitabo kuminwe,uku lubali kuli nama tebulo pali nefintu fyalekana-lekana
5824,abantu bali panshi yamenshi nabafwala ifyakufwala nga uleingila pamenshi inshita iitali,chilamuntu nasenda na oxygen panshi yamenshi,mumenshi bali muli ifintu ifilemoneka kwati mamashini,muntu bali mulemoka kwati nimumuputule elyo mwaisula amenshi,abantu tabalemoneka pamenso nga bakashana nangula abalumendo
5825,bakateya ba mupila bali muchibansa baleteya umupila wakumakasa,muchibansa muli ama timu yamupila yabili na bafwala nefyakufwala fyapusana amalangi,umo kateya wamupila naikata na mumusana,elyo kubafwele ifya mutumtula-mutuntula kuli kateya wamupila uwikete kumutwe na gole ali muchipanda,kunse yachibansa kuli chinkupiti wabantu muchitenge abaletamba umupila
5826,namayo ali kululamba lwabemba naikala pamulu wa fichimuti mumenshi,pantanshi yakwa namayo pali na kabwato akanono akeminine,pafimuti apekele namayo balifikakililila bapindikapo notumuti utunono elyo bakaka nentambo,namayo nabika nembeketi yabuta pamulu wafimutu pantu ekele,uku lubali kulifye umushili apamena nechani chakatapa-katapa
5827,umulumendo ali palibemba iikulu nganshi nanina namubwato,umulumendo naikatilila na kuntambo shabwato pakutila epona,kulya bushilya kulifye umushili uwamuchanga,amenshi yalemoneka ayamakumbi makumbi,umulumendo nabomba kumenshi pantu ubwato anininepo nabuchepesha
5828,umulumendo naimya iwilo lya nchinga mumulu elyo nabika nomupando wanchinga  mukanwa,umulumendo eminine pantanshi yachikulwa ichikulu,panshi pali nechipoto cheluba ichikulu,umulumendo ali ilemba nefyakuilemba pakuboko,palubansa balyanshikapo notumabwe utwingi utusuma utwapusana amalangi
5829,bashi tata batatu bali mukati kachintu ichilemoneka kwati chimbaya mbaya, shitata umo alelolesha panse,umbi nao aletininka pachintu ichilemoneka kwati nilamya,elyo umbi nao akontaminefye panshi nafwala nama galashi mumenso,bashitata babili bafwele amashati yabuta elyo umbi afwele ishati lyamakumbi makumbi
5830,"Abantu ibumba nabakolongana balifye ubwiminine, shikulu bantu alelanda nomukashana uwikete akantu kuminwe",kunuma yabantu kuli nechikulwa chama galashi,umukashana umbi eminine kunuma alelolesha umukashana munankwe,kabili pali na nakulu bantu kunuma napeta namaboko mufyakufwala fyamakumbi makumbi,"shikulu bantu nafwala suti, abikapo na ichisote elyo ne koti lyafita"
5831,kafundisha alefunda ubwiminine kutanshi ,imibikile yamaboko ilemoneka kwati palifintu alelondolola,kafundisha nalolesha  kuchi picture ichikwete amalembo ayapusana pusana,pa chipicture pene pali amalembo eyo bashilile yeka,chilemoneka kwati efinitu kafundisha alelondololapo
5832,Abantu nabeminina mwi sitolo lyafyakulya,"pa bantu aba, batatu nabafwala ama shati aya makumbi makumbi elyo babili nabafwala ama shati ayafita",mwi sitolo  baleshitisha inama elo na imikate,pamulu nababika ichimpampa icho ichikwete imitengo,imikate naba ibika palupe 
5833,umwana umwanakashi nasendama kumbali yabemba ,nakafwala akasote Kakashi ako akalepelene nakaputula,"bemba iikalamba ngashi, amenshi yalemoneka aya makumbi makumbi ","icimana nachisula, nacipanga namabimbi",Amamibimbi yaleisa  kuntu kulele umwana
5834,Imbwa yafita ile yabuka mumenshi,icimana cilemoneka icikalamba lelo iyi imbwa yakwanisha ukwabuka na ukuloba icintu isakatile mukanwa,Ili mumenshi ayengi ayapamumana elyo naisakatila icintu mukwanwa,Imbwa ilepala kuli shilya bakapokola ba sambilisha mumibombele yabo,Iyi imbwa naikwata umushipi wakashika mwikoshi elyo naipunama pakwabuka
5835,Shitata alekunkulusha inchinga cilya alepita mumaliketi,Uyu shitata nankwe alemoneka nga shimakwebo nangula umulimi uwafuma mukushitisha ifilimwa fyakwe,Mumaliketi mufulile imisalu na ifisabo ifyalekanalekana,Maliketi ile moneka iyaba pina tailepala kuma maliketi yabakankala iyo,"Imisalu na ifasabo batantikile mumaliketi filepala kumulembwe wa okra, cilemba yakatapakatapa, ama carrot, impwa sha cisungu elyo ifibimbi"
5836,Abatandashi babili abachilumendo balefwailikishapo cimo muchiswebebe,"Balefwailikisha ipanga imo ifi, ico baimanina balacencenta icitabo pakwebati balondoke",Balimumpanga muntu balepangila insankwe e ico naba pita na apakulala,Nangula bali mukati kapnga ubusuma bwakwebati bali mupepi na umusebo,Umo pali aba abalumendo tafwele ishati kumulandu wacibe elyo napapa ubusanshi bwa mattress munuma yakwe 
5837,Umulumendo uwachaice alipalibalya abangala ubwangalo ubwakucilikana insamfi pamenshi,Alemoneka ngaulya uwafuma mumenshi nangula ulya ulelolela ishita yakwe iyakucilikana na ababiye,"Nafwala ififwalo fyabakasaamba wa nsamfi ifilinga akasote, amagalashi yamu menso, akashati elyo nakaputula akapapatila kumubili",Pakuboko nafwala inkoloko iya butulukila makumbimakumbi elyo yena tekuti yonauke nangula ili mumenshi,Nakwata ifilembo pacipeya cakuboko kwakwe ukwakukuso
5838,umulumendo alekukunkulusha icinga mumusebo ,ukuboko kwakulyo Eko alebomfya pakukunkulusha icinga elyo nayimya ukwa ukukuso mumulu ,Alesonta ama ishtolo ayo ayali kumbali kwa musebo ,kunuma  yakwe kuli umukashana  uyo alelanga fintu alesonta,umukashana nayikata nakumutwe elyo alelolesha fintu balemulanga
5839,Abaiche babili abakashana balelangisha ifyo balengele pacipepa,Ukwabula ukutwishika ababana balishiba ukulenga,Bonse babili naba lenga akalubi kamokene,"Akalubi balengele kabikile ukuboko kumo kumutwe cilya kalemene ibula, elyo ukubuko kumbi nakaikumbatila",Cilemoneka kwati ukuntu bali kuli umusonkano wabana abanono nabafyashi babo
5840,abaiche babili baletoloka pachakwangalilapo icho beta ati tampolini,umukashana nabika amaboko panshi elyo umubili mumulu namolu mumulu,"umwana nayikata kukanwa,ali ngoyo ulepapa kufichitile umukashana ",trapolini iyi ilatanusha umubili cilya umuntu aletoloka,cilemoneka nishita yabushi pantu kumulu kuli ukwafita fititi
5841,abakashana bele angala ubwangalo bwakuminwe muchibansa,umo umukashana napona napanshi pafuntuka nolukungu,elyo umbi natoloka mumulu naikata nefyakufwala kuminwe,muchibansa tamulemoneka nangula bakutamba,kunuma yamukashana kuli nechitunshi tunshi apalembelwe  utukato tuntu baingisheko
5842,Shikulu bantu aleshitisha ifyakulya pamusebo,shikulu bantu naiminina nalolesha naku lubali namaboko nabika pacibokoshi chafyakulya fintu aleshitisha,pa chibokoshi pali fintu fyalekana-lekana ama kapu notu bokoshi utunono tunono,pambali pali no mwakuposa ifiko,kabili uku lubali kuli neluba lya katapa-katapa
5843,umuntu aleenda palinkungulu mabwe napapa nechola munuma icha mulopa-mulopa,ifimabwe filiipanga kwati lupili,"kuli nefimuti ifikulu, kabili ifitali",umuntu talemoneka pamenso bwino bwino pantu naifimba ichisote kumutwe,umuntu nakwata nakakininapo pakweba ati ushelemuku bwino bwino
5844,shitata nasendamako mumupando alelolesha naku tubotolo twa fyakunwa,pachibumba pali na inkoloko,shitata nasendamako nabika namolu petebulo naikata neminwe kumutwe,notubotolo natutantikwa bwino bwino utwapusana namakala,petebulo lyamulumendo pali nefintu fiingi kabili pali nechilemoneka kwati chitofu
5845,shikulu bantu ali mwi ofeshi nafwala nama galashi mumenso naikata namaboko patebulo,kunuma yakwa shikulu bantu kuli itebulo pali nefintu ifyatantikwa busaka busaka,pantanshi yakwa shikulu bantu pali itebulo napena pali a manual nefilembelo,shikulu bantu nafwala neshati lyatubokoshi bokoshi naikata nechilembelo kukuboko Kwa kukulyo,mwi ofeshi lyakwa shikulu bantu muli ama tebulo ayengi
5846,abaiche baleangala  mumenshi,Pali akakashana kamo elyo notulumendo tubili,panshi palemoneka nefyo bakulililapo umwakwangalilila abana,inchende ilemoneka fye iyamenshi menshi,aka mukashana kalemonkapo akakalamba patulumendo tonse tubili
5847,Imbwa naikalako kumbali yachilibwe ilelosha kuntashi,pali nechilibwe ichikulu nachikwata nobwendo mukati,mumbali yachilibwe muli notufyani,Imbwa naikwata nomushipi mumukoshi,panshi palemoneka matipa matipa
5848,Bashi tata babili bali kumumuna umo naimininako,umbi nao naikalako alesontelelafye umunakwe,bonse babili bafwele ifyabuta  kumo nefisote kumo,kunuma yaba shitata babili kuli abantu abeminineko baletamba umumana,kabili kuli nefimuti ifikulu ifitali
5849,bakalisha banyimbo baleimba inyimbo pali chinkupiti wabantu,nabantu nabofwa bwino nabemya namaboko,muchikulwa nabasha namalaiti ayalemoka Aya mulopa-mulopa,kemba wanyimbo naimya ukuboko mumulu,nabakwata nefya kwimbilako inyimbo
5850,abantu balebomba mukati yachikulwa,umulumendo na  nyina  muli kama shini,mukati nabasha namalaiti,umulumendo umo alifye ubwiminine,panshi palifye ifiloba fyeka fyeka
5851,Shikulu bantu balemubeya imishishi,Uyo ule beyesha naba mufwika icasalu pakwebati ifyakufwala fyakwe fi ikatwa na imishishi,Bataata abale mubeya bali aba cikulile elyo naipala ilikalmba pamutwe wabo,"ico umuntu balebeya alina icunsu icikalamba, imishi nashikolongana panshi pantu shileponena",ishopu lyakubeyamo libele mumbali yamusebo elyo panse palinamotoka
5852,Bakasukulu nabekala panshi mumuputule kwakusambililamo,bakasukulu  aba bana abanono,"Elo nabasankana,muli abanakashi na baume ",babili na mbemya amaboko ngabo abalefwaya ukwasu amepusho,mumuputule wakusambililamo muli ama buku ayalekana lekana ayo babomfya pakusambilila
5853,Cilumendo alepela ilyashi muli microphone wakulandilamo,Kumutwe nasakula bwino bwino umushishi ,Alemoneka wamusaka kabili wafwala bwino bwino,Ndemona abakashana abengi kuti batemwa ukwapwa kuli uyu nulumendo lelo cabipafye nakwata ininda minwe ilya ifwala abantu baupa,"Nafwala icaketi, inkolo naishati lya buuta mukati elyo fyonse nafimumonekela bwino"
5854,bakakula bamayanda balilwisha ukumwamya mukati kamutenge,Pali aba bakakula  pali namayo umo nabashitata babili, Babili nabemya amaboko mukulwisha ukubika umutenge elyo shitata umo nalolesha panshi,Icibumba camuputule chili icalamba naba cement,umulumendo uyo uloleshe panshi nafwala kwiminwe ifykuichilingilisha mukuicena
5855,Ibuumba lya bantu lilenedela capamo mumusebo,abengi naba fwala ifyapalana elyo balemoneka ngabalya abali palubilo,Pacende yamusebo pamo nabacilushapo ama baloon yakashikila na aya buta cilya ibuumba lile pula mo,Tekuti wishibe bwino bwino ngachakwebati ili ibuumba lya bakasukulu naba kufundisha babo nangula bena mupalamano fye,Kulubali lwa musebo kuli icibansa umo emuli abantu abanono abaleisha na ukutoshanya 
5856,Abakashana babili naba iminina ekyo naba ifimbilikisha umwamfuli cilya balemba icisela cabunkolanya,"Bonse babili bali na utufyola, umo apapile akafiita elyo umbiye nao akabuuta",Nabafwala ifwakufwala ifya fiita ilyo cipalilekwati na utufula tulesansa,Nakuba ababakashana babili balitemwisha inyimbo na imilishishe yafilimba eicho tabalesakamana ukupula mumfula,Ubu bunkolanya baletamba buli bwaba kalisha bafilimba elyo naba keemba wanyimbo
5857,umukashana ali mwibuumba lyabantu,pamenso pali kwati muntu alepepa,naiyimya amaboko ayo fwekeleko ififwala fyakuminwe efyo beta ati amaglove,mumifwali yakwa uyu namayo ili kwat bali ukwatalala,kumuma yakwe kuli abalumendo abo abalemoneka nga abaiche 
5858,Bakateya babwangalo bwakucilikana pacitukutuku bale butuka pacitukutuku,Pacende bafikile elyo balebutukisha napemanina umulumendo uyo ulelolekesha ifyo bakacimfyanya baleyensha,Ifintu bafwele ifya mutuntula nafipalana na imimonekele yacitukutuku cintu baleyensha,Mumbali yacibansa cintu bale butukilamo naba bikamo ifipepala ifilelangilila umusebo bankensha bafitukutuku balingile ukwendamo,Pacitukutuku pali icende yakwimanina ukwafwako ubiye ngacakwebati umo palibena amaka yamupwila
5859,umulumendo  naiyikala muchikulwa aletamba ichitunshi tunshi,naiyikata nakukanwe kwati muntu alimumatontokanyo,icikulwa alimo cilemoneka kwati chikulwa chabwalwa,nacikwata amalihiti ayakile mupepi nefimpampa ifyo ifilemoneka kwati pali imitengo,uyu umulumendo alifye eka elo kunuma yakwe kuli itebulo pamulu Pali namaluba
5860,Umwana mwanakashi ali uwasangalala eicho naimya na ama boko yakwe,Cilepala kwati bonse balesefya ubushiku uyu mwana afyelwe,Afwele akashati naka toloshi aka milaini ishabuta na isha kashika,Limonalyo cipalile kwati bale sefya ubushiku bwa  Chrismas,Bawishi naba nyina balikunuma yakwe bale kolonganika ifyabuupe ifyo ifili mutubokoshi utwalekana lekana
5861,Umulumendo ali pewindo lyang'anda aleenaika ifyakufwala pantambo,umulumendo alebalulula nolusokoshi muminwe,kufyakufwala kuli nama pegeshi yakwanikilako ifyakufwala,umulumendo nafwala na sweta iyakaki,ing'anda ilemoneka iikulu kabili iitali
5862,"shikulu bantu ali palukungu lwe tuuka naikata nakachintu muminwe, nabika naka chola kafita panshi",mwi tuuka mulemoka nefilubi ifyaiminina balififwika nefya kufwala,kabili kulya lubali kuli ituka nalimbi pali nefilubi napena,ifilubi nafifwala nensapato kumolu,kabili pantanshi yetuka palepita shikulu bantu nafwala nechakufwala champepo icha makumbi makumbi
5863,"shikulu bantu ali mwituka lyafyakulya, naikalako alelya nefyakulwa",shikulu bantu nafwala nenkoloko naikata na umwele kukuboko Kwa kukulyo,patebulo pali namabotolo ayanono elyo nelikulu limo,mwituka muli amatebulo ayengi,kabili mwituka mulemonekafye umuntu umo
5864,abantu bali pabulalo bwa milando sheka sheka pakati yabemba,abantu batatu nabekalako elyo umo naikata nakumasaya,kumilando kuli nama wilo ya fimbayambaya,kabili kuli imyando  iyakakilililwa Kuma wilo elyo nakumilando,abantu bambi balifye ubwiminine umo alitinika na lamya elyo umbi nao ali panchinga naikata neminwe kwisaya
5865,"kululamba lwabemba kuli abantu nembwa, kulemoneka nechisansa chamuntu naikata nakachakulya",Imbwa shonse shileloleshafye akachakulya akali muminwe yamuntu,Imbwa shili shitatu ishikulu shibili ishafita elyo nakanono kamo akabutulukila,kuli nabantu balifye ubwiminine mumichanga,chibemba chilemoneka ichikulu namenshi yalemoka makumbi makumbi
5866,abaiche babili bali muchi mpwelu balepweluka nabemya namaboko mumulu,panchede palemoneka apa busaka namalaiti nayaka ayapusana pusana amalangi,Pali nefimalaiti ifyaiminina ifitali ifya butulukila,chimbi ichililaiti chili icha mutumtula-mutuntula,kabili inchende kulifye ifyela fyeka fyeka
5867,"abana batatu nabekalako pachipuna ichikulu, tubili tulemoka utukulu paka biyo akali pakati",akalumendo Kali kukuso nakemya nechintu kuminwe,akanya pakati nabakafwika nechisote kumwetwe,uku lubali kulemoneka amabula ayauma,kabili kulemoneka nama luba aya katapa-katapa
5868,chinkupiti wabantu nalongana pamo abantu baleendaukafye,bamo balelanda pama lamya,bambi nabo tabafwele namashati,kuli nefikulwa ifitali ifyabuta,kabili kuli nefimuti ifitali ifyalelema ifyakapa katapa
5869,"Imbwa ileengala, naitoloka namolu yonse mumulu",Imbwa iletolokela akachintu  mumulu,panshi palemoneka notufyani utunono utwa katapa katapa,Imbwa nayololoka nembafu shonse,ilefwaya ukwanka akachakulya kukanwa
5870,abantu baleenda mulukungu  lwafikulwa mulemonekafye bashikulu bantu beka beka,"umulumendo napapa akachola munuma, naimya nakabokoshi kafinkolonkolo",pachikulwa pali na umunshi nechiibi ichikulu ichiwama,bashikulu bantu babili baleenda abeleshimika nokushimika,panshi kukulyo pali nechintu ichilemoma kwati chipoto cha maluba
