IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
11769,Banamayo bane ababuta inkanda bali mumusebo.,Aba babili nabakwata ifyo balenwa ifyapalana. limbi kuti bali pamo.,Kuti caba ifyo fine kwena. Kunuma yabo kuli umo namayo uwiminine mu musebo.,"Kuntanshi yabo, kuli naumbe uusendele icola icakukobeka mumukoshi uuleyendela.","Iyi inshila balimo, yapita mupepi na amatuuka."
11770,Amabumba yabili ayabana abakashana baleteya umupila uwa ku makasa.,Kunuma yabo kuli shitata umo uuletamba ifyo baleteya umupila.,"Uyu shibantu kuti aba eubakansha, nangu alakanshapo ibumba limo apa.",Aba abakashana bantu baipelesha kuli ubu ubwangalo nangu bacili abaice.,Limbi bamo balikwata amatontonkanyo ayakuteya uyu umupila nga bakula.
11771,Umwaume umo uuboomba na ifyela alebomba.,Nafwala ifyakufwala ifyakumucingilila umubili onse ilyo alebomba uyu umulimo.,Elyo nakwaa na ifibombelo ifyalinga ifyakubombelako umulimo.,Apa alekwesa ifishimbi ukuti fibe ifyatelela panuma yakufyengelela capamo.,"Uyu umulimo walikosa sana. Uwakuti ulebomba, uku umulilo ulesabuka."
11772,Abakashana batatu ababuta inkanda nabeminina panse na amaluba muminwe.,"Aba abakashana, ninshindishi isha kwa nabwinga pa bushiku bwa bwinga bakwe.",Bonse balemoneka abansansa elyo abasekelela icine.,"Uyu umulimo abaubomba ilingi fibusa fya kwa nabwinga ifyo batemwana nafye sana, kanshi teti bakane ukutemwa.","Apa panse bali, limbi epalecitikila ubwinga nangu ni ncende iisuma iyo basalile ukuti bengesa kopelwako ifikope."
11773,Abaume babili bali apo bateyela ubwangalo ubwakamupila akanono balesefya.,"Kuntanshi yabo kuli bambi abaume babili abalemoneka ababulanda, nalimo nababacimfya.",Kuti caba ifyo pantu abantu abali mu mbali balemoneka ukuti bacisa mukutamba ifyo bamo balecimfyanya.,"Elyo ifi cila bantu bafwele ifyakufwala ifyapalana, cilelangilila ukuti aya mabumba ayapusana yabili.",Awe batemwa icine ukuti bacimfya abo bacilacimfyanya nabo.
11774,Imbwa naisuma umwame umo mufyakufwala afwele.,Bushe ninshi uyu umuntu alecita muli iyi incende ico imbwa ilefwaila ukumusuma?,Ifyakufwala afwele fya balya abakansha imbwa ukuti shibe ishikali.,Ninshi aba abantu balasambilisha imbwa ifyakusuma na fimbi ifyashalako?,Ilingi basambilisha imbwa ukuti ileishiba nga ni nshita iya kusuma atemwa iyo pakuti ileafwa kukulonda ifintu.
11775,Umwaume umo uwafiita inkanda naiminina panse wakalituka akanono.,Alelanshanya na uuleshitisha ifyo batantike pali akakene akalituuka.,Muminwe naikata na fwaka iyo afwile alepeepa.,Limbi ashitile pali ililine ituuka pantu nabatantikapo utwingi.,Aya amatuuka ilingi yasangwa mu ncende mulya umwafula abantu elyo bantu abapina.
11776,Umwaume umo uufwele ifyakufwala ifyapala ifyakale aleenda na umufwi uwalubao muminwe.,Kunuma yakwe kulepita abantu abafwele ifyakufwala ifya ino shita ifilifye bwino.,Uyu umuntu afwile ni umo uwamubapanga ifyakulangisha pa bunkolanya nangu kumabumba ya bantu ayalongana mu ncende ishapelwa.,"Aba abantu bafwile balelanga ifyalecitika mu nchiku sha kale mukusekesha imitima ya bantu, na mukubasambilisha.","Alemoneka uwaipelesha sana ku mulimo wakwe cakuti na umufwi wakwe, aleenda nao konse."
11777,Abaume bacimfyanya mukufwinta kwa mifwi iinono nabeminina balefwinta imifwi yabo.,Bushe kwena ubu bwangalao ubo abantu bacimfyanyamo mu cine?,"Ehe, balacimfyanya ukuti bamone uwaishibisha ukutonta umufwi wakwe.",Ninshi kulaba na ukukwatafye inshita iyakuikansha pakuti wabomba bwino.,Bambi batampa ukuikansha ninshi bacili abaice pakuti inshita iyi apo ilefika ninshi ni ba kanye kanye.
11778,Icimbaya mbaya icikalamba ciletobaula icikuulwa.,"Ifi ifimbayambaya balafibomfya mu mulimo iikalamba, limo ni mukwimbaula ifilindi ifikalamba.","Limbi nalyo balafibomfya ukutobaula ifikuulwa, limo ni panuma nafikalisha nangi nafikota.",Limo nico incende filipo naishitwa elyo umwine alefwaya ukubikapo ifikuulwa ifipuseneko.,Uyu mulimo uukalamba sana uwakuti teti mubombe na iminwe pantu filakulisha ifikulwa fimo.
11779,Umuntu umo alecofa incinga yakwe mu mpanga lubilo lubilo.,Uyu afwile pali bamo abo alecilikana nabo.,Kuti aba uucilikana mu bantu balya abacofa amacinga yabo mu mpanga.,Elyo nafwala na ifyakumucingilila ku mutwe na kumubili nga aliponene.,"Ico ni mu mpanga umu, ukuicingilila kusuma pakuti nga waliponene, taicenene ububi."
11780,Imbwa iletoloka icishiki.,Iyi incende ilemoneka nga iyapangwa ukwangalamo ku mbwa na shimbi inama.,Limbi nincende fye iya pa ng'anda iyo basha ukuti imbwa ileya mukwangalamo.,"Ico imbwa shakwatisha amaka, shilafwaika shilangala pakuti yamo amaka yalepwako.",Iyi imbwa baliisunga bwino sana.
11781,Imbwa iyabalala ileanganga panse.,"Iyi imbwa, ilemoneka ku matwi kwati nailukako ifikuti.",Emasako yakwata ayasenkebala ku matwi.,Ilemoneka kwati naitemwa sana ukwangala ifyo ileangala.,Elyo ilemoneka iya bumi ubusuma. baliisunga bwino abene.
11782,Ibumba ilya bantu nalikolongana pa ntemba apo baleshitisha ifintu ifyalekana lekana.,Kulemoneka intemba ishingi kuli iyi ine incende. Bushe ninshi balelangishako?,Nalimo ni kulya kukumana ukwisa abantu ablekana lekana elyo bapanga intemba balelangapo amakwebo yabo.,Iyi ilaba ni nshila imo iyakushitishishamo ifintu ifyo abantu tabamwene ilyo fyali mwituuka.,Elyo abantu abaliko balemoneka kwati nabafitemwa ifyo balemona pantu nabakolongana mupepi.
11783,Umwaume umo uwabuuta inkabda aleenda eka.,Kunuma yakwe kuli ibumba ilya bantu ilikalamba.,Bonse bali mukati mwa cikuulwa cimo. Bushe cikuulwa ca musangonshi ici?,Cilemoneka nga icikuulwa umo abantu bashitila ifitupa.,Ifi kuti fyaba ifyakubomfya pakupatama mumashitima nangu muma saca.
11784,Umwaume umo wabuuta inkanda alebeya umwefu.,Alebomfya umuncini na amafuta ayakubeyela.,Aya amafuta bayabomfya ukuti umwefu unake umuntu eicena lilya alebeya.,"Ico umuncini ulaba uwatwa sana, nabikishako amano pakuibeya.",Uyu umulimo bamo baubomba cila lucelo pakuti balemoneka bwino ilyo baleya kumacito.
11785,"Umwaume umo wabuuta inkanda naikala pa mutenge wa saca ya ba kasukulu, umbi nao ali mukati.",Bushe ninshi aba babili abaume balecita kuli iyi sacha?,Balemoneka kwati balelwisha ukulungishapo fimo ifyonaike kuli saca ine.,Uwikele pa mutenge alemoneka kwati nanaka sana.,Nalimo kale batampile ukubombelapo elyo tabalesanga apali ubwafya.
11786,Abana abaume babili bali ku ncende iyakwangalilako abana.,Kuli ifintu ifyakwangalilapo ifyalekana lekana.,Kuli ifyakuninako na ifyakupelukako.,Fimo fyapangwa kwati tumayanda nangu insaka umwakwangalila.,"Umo umulumendo alo apakupelukila, umbi nao ali apakunina."
11787,Umwaume umo naiminina pa mbao ishileelela pa mensi pakati akamumana.,Kunuma yakwe kuli uluunga ululepupuka.,Amenshi pa mumana yali ayatekanya sana.,Elyo na ifimuti na icani mumbali filemoneka ifyalelema sana.,Uyu umumana waba mupepi na ing'anda iikwete ubwato ubwiminine panse.
11788,Umwana uwabuuta inkanda alepeluka pa cimpelwa.,Ici icimpelwa calipangwa mukuti capashanyinshiwa kuli kabalwe.,Umwana uyu natemwa sana ukwikala pali ici icimpelwa.,Abana balitemwa ukwangala na ifintu ifya uyu umusango.,Umwana alemoneka uwasungwa bwino.
11789,Namayo na umwana nabeminina mu minshi iya matuuka ayapusana.,Bonse babili nabafwala ifyakufwala ifyakubacingilila ku mpepo.,Namayo naikata muminwe na inkomaki iya makabe.,Iyi ni nshita iya kumaca ilyo amatuuka tayalaisuka.,"nangu akasuba katamiple ukutula, kucili nakutalala uko bali."
11790,Abaume babili na umwanakashi umo nabekala balelya ifyakulya.,Aba abaume balenwinapo na ubwalwa.,Ubwalwa bwabo nababubika mutwakwikatilako ama botolo ukuti yelatelela muminwe.,Ulu kuti lwaba lupwa ulukumene na ukwisa kwatila icakulya ca pamo.,nangu limbi kuti fyaba fibusafye.
11791,Abana abalumendo babili ababuta inkanda baleangala mumatipa ku lulamba lwa mumana.,uyu umumana ulemoneka uwapabuka elyo uwatalala.,Abana abana balemoneka abasansamuka sana.,Elyo kunuma yabo kuli umbi umwana uuleangala mumatipa naikalako na panshi.,Nalimo ulu lupwa ulwishile mukwangala uku.
11792,Umwana umwanakashi uwabuuta inkanda aleangala mumenshi ayali mu kashima ako bembile mumucanga.,"Bushe uyu umwana, aleseka nangu alelila?",Alemoneka kwati alelila. nalimo pali fimo ifyamufulwisha.,Kunuma yakwe kulemoneka ifyakubomfya ukwimba mumucanga.,Umucanga ulemoneka nga uwakululamba lwamumana.
11793,Umulumendo uwangasha imbao ishamipeto kunshi aleangasha.,Iyi incende eshileko kwakwisa mukwesha ifintu ifyalekana lekana.,Iyi incende eshileko ili mumbali iya musumba uo ifikuulwa filemoneka kunuma.,Kulemoneka ifimuti ifingi sana kunuma ifyaisula muli uyu umusumba.,Imisumba iingi ilasunga ifimuti ifi pakuti fileafwa ukusunga na ukucingilila icalo cesu ukukana kaba.
11794,Umwaume umo uwabuuta inkanda alecofa incinga.,Uyu ni umo uwamuli balya abacimfyanya ukucofa amacinga.,Nafwala ifyakufwala ifiyene na ifyakumucingilila ku mutwe.,Uyu umuntu alebikishako amano mukucofa incinga yakwe.,Umusebo alepitamo ulemoneka kwati muntu mupita abantu cilabushiku.
11795,Umwanakashi uwabuuta inkanda nasunsumana mu mwinshi wa ituuka.,Ili ituuka lilemoneka nga umo bashitisha ifyakulya ifya lekana lekana.,Nga filya ifyakulya ifyakuti waya shita bwangu bwangu bakupela.,Alemoneka uwasakamana pamenso. Bushe ninshi alelolesha?,Nalimo nakwata amatontonkanyo ayaleisa pamulandu na ifyo alelolesha.
11796,Umwaume umo aletapilisha icimpasha ca kwa Yesu icapangwa mumucanga.,Ici capangilwa ku lulamba lwa mumana uko abantu besa.,Uwapangile ici alefwaya ukubila imbila iya kwa Yesu kubaleloleshapo.,Ku mumana kuli abantu abeshile mukutusha na ukwangala.,Uyu umuntu afwile aba ebantu alefwaya balemona ici icakubebusha Yesu.
11797,"Umwaume uwabuuta inkanda naiminina, naikata na umwana umwanakashi muminwe.",Bushe aba kuti baba ni ba wishi na umwana?,Kuti caba ifyo fine pantu uko bali kulemoneka nga panse ya ng'anda.,"Uyu umwaume na umwana ekete, balemoneka abasansamuka pa menso.",Bafwile nabakwata inshita iisuma sana iyakwangala.
11798,Abaume babili bali ku lulamba lwa mumana na utumaato twabo utunono.,Bushe ninshi aba abantu balecita ku mumana muli iyi insita iya cungulo bushiku?,Limbi kuti paba ni pamaca elyo baleipekanya ukuya pa mumana.,Nomba amaato yene ukucepa. Ni banga abengakumana umu?,"Ubu bulemoneka nga ubwato ubwa muntu umo, nangu limbi babili, lelo temwakupatama abengi."
11799,Imbwa shibili ishafiita shiletolokela mumumana uwa pangwa na abantu.,Bushe ninshi ishi imbwa shiletolokela mumenshi muli uyu musango?,Mulemoneka kwati muli akakwangasha ako shiletolokela ukuti shibule.,Imbwa ilingi shaishibika ukuti tashatemwa sana amenshi. Nomba ishi shintu shaibela.,"Limo cibafye na ifyo mwaikusha imbwa, shimbi shilomfwa nwino sana ukwangala mumenshi."
11800,Umwaume uwabuuta inkanda alekwela ulupili ulutali.,Nga mulandunshi umuntu engasalilapo ukukwela ulu ulupili?,Abantu bamo cilabaletela insansa ukulacita ifintu ifya uyu umusango.,Nomba ekuya mukuwela ukwabula na ilaya pa mubili?,"Iciweme cakuti nakwata intambo iilemwikatilila nga cakuti ashelela na ukupona, ilemwikata mumwela."
11801,Umwaume uwabuuta inkanda aleteya umupila uwakufwinta akamupila akanono.,Uyu alemoneka nga umo muli balya abekata umupila elyo baufwinta ukuti ubwelele ku ba mwi bumba lyakwe.,Naipelesha sana kubwangalo baleteya. Alelwisha ukufwinta bwangu umupila ukuti ibwelelemo.,Kabili nga awayawaya uwa mu ibumba balecimfyanya nalyo ninshi ewalaingisha utukato.,Mufwile namuipelesha bonse pakuti mwingacimfya mu bwangalo ubu.
11802,Umwaume umo uuli pa citukutuku aletinta kabalwe uusendele umwaume umbi.,Uyu umo umwaume natemwa sana ukulatinta uyu kabalwe.,"Aba abantu bali ukwikala abantu, mupepi na amayanda.",Bushe uyu kabalwe alabomfeshiwa ukwenseshapo abantu?,Alemoneka nabamubikapo apakuti abantu abanininepo baikalapo bwino.
11803,Abaume bane na abanakashi babili nabeminina baleshimika ilyashi.,Bushe ni kwisa uku bali?,Balemoneka kwati bali ku ncende iyakushita na ukunwinako ubwalwa.,Kwena umo naikata na inkomaki umuli ubwalwa.,"Ba namayo babili balemoneka aba nsansa sana, nabasekelela."
11804,Umwanakashi umo nanina pali kabalwe alemwensha.,Uyu umwanakashi nafwala icimpompo icakumucingilila ku mutwe.,Alemoneka kwati ni balya abensha ba kabalwe na ukucimfyanya na abanabo.,Iyi incende baliko eko bacimfyanishisha na abantu bambi.,Kabalwe nao nabamufwika ifyakumulangililako ukwakuya na ifyakucita ilyo alebutuka.
11805,Ibumba ilya bantu bali mu ncende umwakushita na ukunwina ubwala.,Umo shitata naikata inkomaki iya bwalwa muminwe.,Umo namayo alesekelela elyo naikumbata.,Kunuma yabo kulemoneka amabotolo aya bwalwa ayengi.,Elyo uyu wine shitata alisunga umwefu uukalamba.
11806,Utwana utwambwa tubili tulebutuka panse.,Kunuma kulemonekelapo natumbi utwana twa mbwa utwingi.,Aka kamo akafita kalikwata amatwi ayakulu.,Utu tulemoneka kwati tuleangala panse.,Imbwa shilafwaika nashikwatako apakwangalila muli iyi inshila.
11807,Umwaume umo na ing'ombe bali mu cibansa umo bangalila ubwangalo bwabo.,Bushe bwangalo bwa musango nshi ubo uyu umwaume na ing'ombe iyi bangala?,"Uyu umwaume alekata akasalu akakashika, elyo ingombe nga yaisa ati yumemo, aibela.","Bushe ubu ubwangalo, teti yakwipaya ing'ombe nga wafilwa ukuibela bwino?","Bamo balaceneka ububi sana, emulandu aba abantu balakwata inshita iitali iyakukanshiwa ilyo tabalatampa ukucita ifi uko abantu baletamba."
11808,Umwaume umo uushelela pa mbao mumfula yabuuta aleshelela pa kashimbi.,"Iyi ni nshita iya bushiku elyo uyu umuntu,pali abo alelangisha ifyo acenjela.","Kwena apa aleshelela nga waliponene, tekuti waicena ububi sana?",Kwena nga waliponene kuicena ububi. Eco baikanshisha pa nshita iitali.,"Naciwama nafwalako fimo ifyakumucingilila ku mpepo, elyo imfula iyabuuta yalinaka nga waponenapo."
11809,Namayo umo uwabuuta inkanda aleenda mu mfula iyabuuta.,"Iyi imfula iyabuuta naipona sana, ikupile na impili shonse.",Abengi balitemwa ukwisa ifi fine nga yapona elyo balashelela mu mpili ukulaya panshi.,"Nga ishi inkonto ekete muminwe, shibomba mulimonshi?",Shakumwafwa ukulapetukilako lilya aleya aleshelela ukuya panshi pali ulu lupili.
11810,Umwaume umo uwabuuta inkanda nalambalala mu lunkoto.,"Uku lubali nabika ifyakufwala fimo ifyo afumisheko, elyo nasenamina ku muulu.",Limbi uyu umuntu eshile ukuti aisa yololako panuma yakubomba pa nshita iitali.,"Abulile na akasalu aifimba pa menso, elyo afuula na insapato.",Aka akasalu abengi balakabomfya pakuti akasuba kebasanika mu menso ilyo baletuusha.
11811,Ibuumba ilya bantu bali mumbali ya mumana wapangwa na abantu umo basungila isabi.,"Aba bamo abaice, balemoneka kwati balefwaya ukutolokela mumumana wine uyu.","Abaice eco bashupila sana, bena apapene bamonapo umwakwangalila.","Bushe ili isabi lili umu, kuti walobamo limo waya lya?",Ili isabi lilemoneka kwati balisungilafye ukuwamya incende na abantu ukulitamba. Telyakuloba na ukulya iyo.
11812,Umwaume umo uwabuuta inkanda naiminina na amaboko yakwe kunuma.,Bushe ninshi uyu shibantu alecita uku ali?,"Nafwailya insalu iifwala balya abaleipika, elyo kulemoneka ibuumba ilikalamba.",Limbi kuli ifyo balelangisha kubantu abaleisa ku ntemba shabo.,Cilemoneka kwati abengi nabaleta ifyakulya ifyalekana lekana ifyo baleshitisha.
11813,Namayo umo uwabuuta inkanda aleenda ukulola ku cikuulwa.,Bambi abantu babili balemoneka kwati bafuma mu cikuulwa cine ici.,"Panse pa ici icikuulwa napeminina ifitukutuku, nalimo abene bengile mukati.",Elyo ici icikuulwa cilemoneka kwati bapangila ifilolani fyeka fyeka.,"Kwena lilya uleingilamo, kuitamba bwino sana ifyo uleenda."
11814,Umwame na umwanakashi baleendela capamo.,"Nomba ifi baleenda abapalamana, ninshi bafwile balishibana bwino sana mwa?",Kuti baba batemwikwa abali capamo nangu kuti baba abamulupwa lumo lwine.,Ishi insapato ishifwele uyu namayo shifwalwa sana mu nshita iya mpepo.,Na umwaume ali nao nafwala ifyakuti fyakukafyako panono nangula tafilemoneka ifya kaba sana.
11815,Abanakashi babili ababuuta inkanda nabeminina balelolesha ifikope ifili pa cakukopelako.,Ici capusanako na filya ifyakuya mu kusukisha ifikope nga wakopwa. Ifi fyena kuti wasala ifya kuya pangisha ifikulu na ifya kusunga ifinono.,Uku bali kulemoneka ifikope fimbi ifyo bapangisha ifikulu ifili ku cibuumba.,Nalimo iyi ni ncende umo uyu kakopa wafikope alanga ifilope fyakwe na ukusuminisha abafitemenwe ukuti bengashita.,Aba bene babili balemoneka abasansamuka sana. Bafwile ifikope baleloleshapo efilebaletela insansa.
11816,Umwaume umo uwabula inkanda aleenda mumusebo ukwabula ilaya.,Uyu umuntu aliilenga filya bailenga pa nkanda ifyalekana lekana.,Bamo balailenga ifi pakubebukisha abatemwikwa nangu ifintu fimo ifyacitike mu mweo wabo.,Nomba uyu umuntu tafwele ilaya ku mulu elyo na ifyo afwele kunshi filemoneka ifya canakashi.,Limbi eco alepitila pali ili ituuka nico aleti ashitepo tumo utwakuti engafwala bwino.
11817,Abaume babili nabeminina panse ya ituuka balelanshanya.,Aba abantu beminine panse ya ituuka ilyo batantikepo amafuta ayakwipikila panse.,Utu utusote bafwele tulemoneka nga utufwala intungulushi isha mapepo shimo.,Kwena utusote tulemoneka nga utwatemwa ukufwala aba cisumino ca Islam abakonka amafundisho ya kwa Muhammed.,Nalimo apa beminine balelanshanya ifya munshila iya mapepo yabo.
11818,"Abanakashi babili ababuuta inkanda nabeminina, cilamuntu naimya na ukuboko kumo.",Bushe ninshi balecita uku aba abantu babili?,Kunuma yabo kulemoneka ifyapala nga mulya basungila utwakunwa pakuti twatalala bwino.,Nomba mulya tamulemmoneka nga umo balongele ifyakunwa ifili fyonse nangu cilemoneka kwati filebomba.,Nalimo nabatantula fyonse nangu nabapwisha ukushitisha eico balesefesha.
11819,Umwaume umo alekunkulusha umupili uwafipuna ifingi mumusebo.,Kwena umuntu umo kuti asenda ifipuna fyonse ifi? Ninshi ni kwi ulefitwala?,"Nalimo alikwata amakwebo ayakushitisha ifi fine ifipuna, elyo alefwaya abantu bafimone bwangu fyonse.","Nomba kwena nga walishelele elyo wapona, te makwebo yonse ukuloba?",Pakufika pali uyu umushinku afwile ninshi kale atampa elyo alishiba bwino bwino umwakusendela fyonse.
11820,Umwaume umo naikala mumbali ya musebo na icitabo mu minwe.,Abantu bambi babili baleisa mukupita mu nshila umu mwine ekele.,"Nomba ici icola iciswike pa mbali yakwe, mulimonshi cilebombapo?",Nalimo balasendelamo amakwebo aya ayalemoneka uku lubali kwa musebo.,Ninshi uyu shibantu kuti aba umwine wa ituuka limo uku lubali nangu alatantika fye amakwebo mumbali ya musebo.
11821,Umwaume umo uwa ncinga ya mupeto umo iitali ali pa ncinga yakwe alesekesha ibumba ilikolongene.,Uyu umuntu alemoneka wati naishiba bwino ifyo alecita.Kuboko kumo naikata na ifimuti fyakusukusa muminwe.,Abali mwibumba ililemutamba bonse batontele amenso pali ena ukumwenekesha ifyo alecita.,Abacita ifi ilingi line balakanshiwa pa nshita iitali. Tefyakuti wafumafye mu tulo watampa na ukukonkelesha.,"Ubutalifye bwa iyi incinga, elyo na ifyo yakwatafye umupeto umo, tekuti waifuntula nga tawishibe ifyakucita?"
11822,Abaume babili ananuuta inkanda bali pa mutenge wa ng'anda balelolesha apakufumina icushi.,"Bushe ninshi apa baninine, pali ifyo balefwaya ukuwamya?",Ici bemininepo epafumina icushi mu ng'anda nga mwalikwata apakukosesha ishiko mukati ka ng'anda.,Limbi cali fwasa elyo icushi tacilefuma panse bwino bwino.,Kuti caba ifyo. Elyo balafwaya ukuciwamya bwangu bwangu pantu ishiko mu ng'anda lilafwa ukukafyamo nga kwatalala sana.
11823,Umwana umukashana uwabuuta inkanda aleangala panse.,Bushe bwangalonshi ubu aleangala ubo alemoneka nga uutolokele mu mwela?,Uyu umwana atolweke pa cimpelwa ico acilapelukapo icili kunuma yakwe.,Nomba iyi incende tailemoneka nga iyapangilwa ukwangalilakofye abana iyo.,"Iyi ifwile ni ncende uko abantu bekala, nagula iyo babomfya nga ama ofeshi."
11824,Umwanakashi umo uwabuuta inkanda napatama pa cakwendelamo icikululwa na bakabalwe.,Ici icintu nacipalaka na ifikocikala lelo cena cilemoneka icapangwa bwino sana.,Ici abapanga ni ba kanye kanye. Kanshi baliposeshako amano ku mipangile.,Nomba nga aba abana abakashana babili abeminine pa mbali?,Bafwele nga abali inshindishi isha pa bwinga. Nalimo pali ubwinga balipo ebasendele na ici cine icapala icikocikala.
11825,Abanakashi babili ababuuta inkanda bali panse balewamya.,"Bushe aba abantu, mulimonshi balebomba apa panse?",Balemoneka kwati baleanshika amabwe ayakufimba pa mushili.,"Uku lubali kulemoneka kwati balibyalako ibala ilya maluba, limbi ecalenga ukuti uku mubi babikeko amabwe.",Ici kwena kuti cabafwa nga cakuti balefwaya uwikala mupeepi na amabwe yabo. Elyo na ukutamfya amatipa mu nshita ya mainsa.
11826,Abana babili balebutuka mumucanga ku lulamba lwa mumana.,Mumana wamusangonshi uku ukulemoneka ifilengo fya mipeto ya fimbaya mbaya?,Nalimo ni umo uwa pali ba bemba abanono abasangwa mupepi na imisumba ukwakuti umuntu kuti ayakofye na icimbaya mbaya cakwe.,Cifwile na ababene abana beshile na abafyashi babo abeshile na ifimbaya mbaya fyabo.,"Kwena nga kuti mwaya bwangu bwangu ku mumana, kuya mwaya angalako. Abana balatemwa sana ifya uyo musango."
11827,Abana babili ababuuta inkanda baletepeleshanya.,Bonse babili balemoneka abasansamuka icine. Fifwile nafiwama ifyo baletepeleshanya.,Cine fye. Uyu umo alemoneka kwati naikatililafye inseko pa kanwa.,Elyo nabafwala na ifyakufwala ifyakubacingilila ku mpepo. Kufwile nakutalala sana.,"Nangula umo afwele ifuakumukafya ku mubili, ena tafweleko akasote ka ku mutwe."
11828,Amabumba yabili aya ba kateya wa mupila wakumakasa yali pa cibansa yalecimfyanya.,Umo kateya wa mupila na panta umupila mukulwisha ukuti engishe akakato.,Nomba aisanga shani eka libe abanegi bambi abali pa cibansa balemoneka kwati nabeminina?,Cilemoneka kwati umo uwa mwibumba balecimfyanya nabi acipana acene umibiye ekubapela ukuti bapante umupila ukwabula ukucilinganishiwa.,Elyo uku kwine kuli cinkupiti wa bantu uwishile mukutamba.
11829,Abaume babili abafiita inkanda aba mumabumba ya mupila wa ku minwe bali mi cibansa baleteya umupila.,"Uyu umupila nangu bateyela kuminwe, takwaba ukwikata elyo wafulumuka nao. Kuya uletanusha.",Kwaliba imipila iingi. Uyu na icibansa ciba ica mbao panshi te filya balimbamo ifyani.,Elyo aba babili abaume balemoneka nga abamibili iikulu. Ebaseka sana ukuteya uyu umupila.,Kwena abengi abateya uyu umupila batali sana. Banono abasangwamo abepi.
11830,Ibumba ilya ba shitata na banamayo baleshana.,Bushe finshi filecitika ukukwine baleshanina?,Cilemoneka kwati kuli uku kuli ukukolongana mukusefyapo fimo.,Lubali kulemoneka ifilimba na abakukopa ifikope ifya filecitika.,Abengi muli ili ibumba balemoneka aba cikulile. nalimo bakumenefye mukuti bakwateko inshita iya kusefya ifyo baikala imyeo yabo.
11831,Namayo umo uwabuuta inkanda ali mu muputule aleyolola.,Uyu namayo alebomfya inshila iyakuikansha iyo beta ati Yoga.,Iyi ni nshila iyo abantu babomfya mukukosha na ukukansha imibili yabo pakutwala ubumi bwabo pantanshi.,Uyu namayo alemoneka uwasansamuka icine cine.,Afwile ifyo alecita filemwafwa icine icakuti ubumi bwakwe buleenda bwino.
11832,Umwana umulumendo uwabuuta inkanda naikala pa chishiki alelolesha ku muulu.,Uyu umwana alemoneka kwati bamuletele kuli iyi incende mu kwisa kopwa ifikope.,Ici icishiki ekelepo cilemoneka kwati calisungwa mukubomfeshiwa muli iyi inshila ku bantu.,Nomba mupepi takulemoneka ifimuti fimbi. Ninshi iyi incende kwakulilefye icimuti cimo?,Nalimo fyali ififngi lelo balitema elyo balabomfya iyi incende ukulimako na ifya lekana lekana.
11833,Abana abalumendo baleteya umupila uwa ku makasa mumabumba yabili.,Uyu umulumendo uwafiita inkanda nakasa umulumendo umbi.,"Bushe uyu bakashile, te uleikata mu cipanda?","Kwena ico afwele ifyapusanako na uyu umulumendo uulepepeka munuma kabili na ifyakufwala ku minwe,afwile eo.","Nga euleikata, ninshi uyu umulumendo uumukashile ali paakwingisha akakato."
11834,"Umwaume umo uwabuuta inkanda naiminina pa kakulandilapo, alelanda.",Uyu umwaume alemoneka kwati imyaka yakwe nayendelelako panono. Bushe ninshi engalalandapo?,Limbi pali uko balekumanina eko aleshimika ilyashi nangu pali fimo ifyo alelondolola.,Muminwe naikatamo ipepala apalemoneka apalembwa fimo. Nalimo epali ifyo alelanda.,Abantu bamo balalembapo pamo ifyo balefwaya ukulanda pakuti belaba. Namukwafwako ukwibukisha na ukucefya ukusabaila.
11835,Umwaume umo uwabuuta inkanda aletomona umubiye kwitobo.,Uyu uo baletomona alemoneka kwati nasekelela sana.,Bafwile fibusa nangu abantu abatemwana sana.,Bushe ni kwisa uku kwine bali aba babili?,Nalimo ni ku ng'anda nangu ku ncende ukwa ku nwina ubwalwa pantu kulemoneka ubwalwa pamulu apa.
11836,"Ibuumba ilya baume lili pa mumana, baleelela pa bwato ubwa mbao.",Bushe ubu ubwato te bwakuipangilafye abene?,Kwena ubwato bwa kaena bulemoneka kwati baipangilefye abene abalipo.,Nalimo balefwayafye ubwato ubwakuti bailako pa mumana ukwabula ukuya ukutali.,"Kwena nga naukwata ifyakupangilako elyo nawishiba na umwakupangila, kuti waya ipangilafye ici amato yaluma umutengo."
11837,Icuni icabuuta amasako na umulomo uutali cilepupuka pa muulu wa menshi mu mumana.,Bushe ninshi ici icuuni cilecita mupepi na menshi ifi?,Ifi ifyuuni fikata amasabi mumumana efyo filya.,Kwena ici cine icuuni calikwata umulomo uwasompa sana.,Ici nimukucafwa ukuti nangi ni mumenshi kupulamo.
11838,Imbwa shibili shileangala mu cani panse.,"Nomba iyi imbwa iitolweke, nga taulolekeshe, teti waipushila ati nalimo te mbwa.",Kwena amasako yakwata kuti wamona kwati limbi ni mpanga nga uli apatali.,Awe kwena pa calo paba imbwa ishamisango iyakupapusha.,"Icinkankala cakuti shili mu bumi ubusuma, elyo shilemoneka ishasansamuka."
