IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
11552,bashikulu bantu babili nabeminina balefwaya ukuchiluka umusebo,kabili pali ichikulwa ichitali kabili ichikulu,kulya bushilya kuli banamayo babili nabasenda nama plastic bag,mumbali yamusebo muli na abantu abengi,elyo kulya lubali kuli banamayo kuli na ichimbaya mbaya
11553,akamwaiche akalumendo kalebutuka,nakafumya na ululimi kunse,kafwele ishati lyelangi lya mutumtula-mutuntula,nakaputula yelangi lyafita muli na imingolosha shamakumbi makumbi,kabili akamwaiche akalumendo Kalifye keka
11554,bakapokola babili nabeminina kunse yamotoka,kabili bonse nabakwata ifilemoneka kwati fyakukopelako ifikope muminwe,beminike ichimbaya mbaya mwisamba lyachimuti baloseshe kuchikulwa,kunuma yachimbaya mbaya kuli na ifintu ifyalekana-lekana,kabili kulya lubali kuli na ichimbaya mbaya chelangi lyamulopa-mulopa
11555,"nakulu bantu na shikulu bantu bali mumuputule, shikulu bantu alebelenga na muchitabo",nakulu bantu ena eketefye ichitabo kuminwe,kuchibumba kuli na ifikope fibili,kabili mumbali yetebulo muli utupuna,kunuma kuli na umwakubika ifitabo
11556,"abalumendo babili bali mwi ofeshi, umuntu umo nabika namolu petebulo",kulya lubali kuli umulumendo lelo talemoka pamenso,umulumendo naikata namaboko kumutwe,petebulo nali na intambo yafita,mumutenge wachikulwa muli amalaiti nokwaka nayaka
11557,abakashana baleteya umupila wakuminwe,nabantu nabekalako patupuma muchibansa,umukashana umo naima ibaka naposa na umupila mumulu,elyo abakashana babili bena balifye ubwiminine panshi, muchitenge tamuli nabantu abengi abakutamba umupila wakuminwe
11558,shibwinga na nabwinga baleupana nabeketa na iluba,bonse babili nabaikupikila na insalu yabuta,nabwinga nafwala na indeleshi yapa bwinga iyabuta,shibwinga nao nafwala ijaketi lyafita,kumbali nabachigilikako nama pulanga apo beminine 
11559,Umwanana naikala nabika nalamya kukutwi,kabili nafwala nakantu kukuboko kwakukulyo,kunuma yamwana kuli na ifipuna,umwana namwentula nokumwentula,kabili ali na umushishi uutali uwafita
11560,umulumendo alelisha umutolilo kukanwa,pantanshi pali abantu batatu   lelo talemoka pamenso,kalisha wafilimba nafwala na ichisote nama galashi mumenso,kunuma kuli na ifimuti, nafwala na utukosa kumaboko konse kubili
11561,umukashana nakwata ichilemoneka kwati chola muli na impiya,naikata na impiya kukuboko kwakukulyo,kabili kunuma kuli na ichimuti,kuli  nashikulu bantu uuleenda, kuli ne ichikulwa 
11562,"umulumendo na umukashana nabeminina, umulumendo alelisha na umutolilo",umukashana nafwala neshati ililesha umutoto pambilibili,mukati kachikulwa mulemoneka na abantu nabambi,umukashana nafumya ululimi panse,elyo umulumendo nafwala ijaketi lyafita
11563,umulumendo ali mwituka lyamikate,kunuma kuli umulumendo na umbi uulelengala umubiye,petebulo pali ifintu ifyalekana-lekana ifingi,kabili kunuma kuli na chitunshi tunshi,pantanshi pali na utupampa utulelanga ifili mwituka
11564,mwibumba lyabantu muli shikulu bantu uwimineko naikata na ifitabo kuminwe,umulumendo umbi naiminina alepopa nakabokoshi,pakati Pali nakaiche nakekata na iminwe  petebulo,kulya lubali kuli banamayo, nakasuba nakabasanika pamitwe
11565,umwaiche alechiluka umusebo ulibilo,naikata nakantu kukuboko,kunuma kuli na ulupango lwamawaya,kabili kuli na ifimuti, na utushimbi utwaiminina
11566,shikulu bantu ali pabukwebo napapa na ichola,naikata namaluba kuminwe yonse ibili,napa chifuba pali ifintu ifyalekana-lekana,"kunuma kuli abantu nabanina napa chituku-tuku, kuli naimyoto iingi nganshi",elyo kuli na ifikulwa
11567,abaiche nabemya amaboko mumulu umo alelila nokulila,bekete amaboko yonse kunshimbi,kunuma kuli nabantu abeminine babili baletamba,kabili kunuma kuli na ichituku-tuku,na ichikulwa ichilemonekelafye mwisamba
11568,umulumendo ali mumuputule wakwipikilamo,mumuputule mulu ifintu ifingi pama tebulo,umulumendo nakwata nafwaka kukanwa,kuminwe niyikata nechakulelelako umukate,alemoneka uwasansa
11569,utukashana tubili tulepepekana,kamo Kali kuntashi elyo Kambi Kali panuma,mumulu muli na akantu akalepupuka,Pali na utumuti utwaiminina mumulongo,elyo kuli na ifimuti ifingi ifikulu fikulu
11570,umukashana alelisha umutolilo,nalolesha napachitabo,nabonse abantu amenso yalifye pafitabo fintu bekete muminwe,kuntashi kuli umulumendo uuleimbisha  nafwala na ishati lyelangi lya mulopa mulopa,kabili umukashana nakwata na umushishi uutali uwafita
11571,Baka bomba bamachito yama kule bali pamilimo,Amakule balebombelapo yalemoneka ayakalamba nganshi,Abengi naba fwala ama yunifomu aya machungwa machungwa,Balebomba nafimashine nangula ifimbayambaya ifikalamba ifyo ifilebafwa ukwimya amabwe na ifintu ifyafina,Balekula icibuumba chachikulwa
11572,Imbwa ileyabuuka pacimana,Icimana cilemoneka icashika kanshi iyimbwa ilesamba insafi pa kwabuka,Mukanwa naimya akamuti kantu ileyabusha ukufumya pacimana,Mukumona umuntu acibala aposa akamuti pacimana elyo asokesha imbwa ukuya senda,Iyi Imbwa ili iya buuta nakacila akepi ngakalya baputula
11573,Akabungwe akabashitaata naba namayayoo baleshana amashya,Bonse pamo balicine konse konse bashitaata bane elyo naba namayo bane,Cila umo alina ba bukwe bakwe elyo balecinda,Nabekatana amaboko elyo nabafwala ifyapalana ,Aya amasha nakuba eyo beta abati Ball Dance
11574,Umwana Umwaume naikala elyo alelya,Imbale alelyamo mulemoneka kwati muli umusunga nao uli namukupwa,Patebulo ali pali imbaleshibili elyo imo iswilemo naifitumbuwa fyachisungu,Pambi napo alemoneka nga ulya uwikele kumuputule wakwipilamo,Kulubali ya pantu ali pali na komputa cilya ayena abikile spoon yakwe mukanwa
11575,Kachofa wama cinga aleyangala pa icinga yakwe,Ngamumulolekesha nafwala kumutwe icisote pakweba acingilile umutwe wakwe kubusanso,Cilemoneka ninshita ya cungulo elyo na akasuba nakawa,Nakuba mucibansa ici alimofye eka elyo nakuya kulefiita,Ale yangalila palya apatelela elyo balipangalipo Ilata lya nshimbi apo pantu alenina elyo atolosha icinga yakwe mumulu
11576,Umwana umwanakshi nalela akanya muminwe,Ico akanya kantu alelele kali akanono ba wishi na baikatilila umutwe,akanya nabakekatilila nakumutwe ,Aye umukulu bantu ena naufwa bwino elyo balingabalya bebele ukuti bakopwe icope ilintu nabalelana,Akanya kantu umubiye alelele muminwe kali namusowa kalelila
11577,Umulumendo naikala mumuputule waku bombelamo,Kuminwe nafwala fima glooves ifi kulu kabili ifya fiita,Umuputule alimo muli amabatani yama kompyuta nafimbi iya pusanapusana ,Itebulo ilyo liswilepo na ifi nkolonkolo ifyalekanan lili ilya kashika mumimonekele,Uuputule ali mo ulemoneka nga mulya mu studio ba teyela amangalo ya bunkolanya 
11578,Abakashana babili balepula mutufula uto tulesansa cilya bafimbine umwa mfuli,Pancende pali nga pakati kamatuuka aya lekanalekana elyo abantu abengi abelepita  bali na imyamfuli,Nabafwala ifyampepo icho icilelanga ukwebati pantu bali pali impemo na utufula twaku sansa,Nangula utufula tulesansa abantu bena bacili balepitana kwatifye na imfula takuli iyo,Panuma yaba abakashana pali abatemwikwa babili abo abeketene mumaboko eyo bena bale pulafye mutufula ukwabula umwamfuli nangula ifya mpepo
11579,Umulumendo nakontama cilya ali pamilimo ya makule,Nafwala akashati akabula ama boko napo nga epa kucheyfyako icibe pamubili,Kukuboko kumo nafwalako gloove iya machungwa machungwa,Pacende ale bula amabwe palifya ifyani ifyalunkoto elyo nautumiti uteafunda bwino bwino,Ale imya amabwe nagula amatafwali ayo alebika mungolofwani iyo alebomba nayo
11580,Imisepela naikala petebulo ilenwa ubwalwa cilya balesefya,Mumuputule bali muli abantu abengi abekele pamatebulo ayengi  elyo na amalaiti nayaka mumulu,Petebulo pantu bali balipo bane abakashana batatu elyo na umulumendo umo,Panuma ya pantu bekele napalembwa ifilembo ifilelanga ukuti bale sefya ukwisa kwachaaka icipya,"Ifintu balenwa fili ifya lekanlekana, bambi balenwa ubwalwa ubwafiita elyo bambi ubwa musangofye umbi cilya balesefya"
11581,"umulumendo aleenda munyanji, ukulu kumo nanyanta panyanji elyo kumo kuli mumulu",panshi pali namenshi,umulumendo napaapa nakachola munuma,panshi pali na ifintu ifyaposwa,pamulu pali na utushimbi nefimuti
11582,Abantu baleenda abalekana-lekana,nakulu bantu umo nafwala ijaketi lyabuta nakobeka nakachola munuma,"kabili pali na shitata na namayo bali babili, shitata nafwala na ishati lyelangi lya mulopa mulopa namayo naikata shitata munuma",pantanshi pamulu pali na utupampa tubili kamo Pali uilemoneka kwati muntu,mumulu namwaka na ilaiti
11583,shikulu bantu naikalako pakamupando nabika naka chola panshi,kunuma yakwa shikulu bantu kuli abantu babili abaleenda,kabili mwisamba lyamwamfuli namwikala abantu,kuntashi kulemoneka abantu nemyamfuli ishingi,elyo kuli na ifimuti uku lubali na uko lubali
11584,Imbwa shibili ishafita shileangala,imo naisuma namuchintu ichishilemwenekesha,kunuma kuli na ulupango lwamawaya pamulu pali nakamushilwa kelangi lya mutumtula-mutuntula,panshi pali na ulukungu nefyani fyauma,kunse yalupango kuli ifimuti ifingi
11585,abalumendo babili bali muchikulwa umo naiminina alebeya umunankwe umushishi,patebulo pali na iluba na ichikope,kunuma kuli na ifintu ifingi ifyalekana-lekana mumagalashi,umulumendo nabika nechisote petebulo,kabili mumuputule muli umwabuta tutu kumalaiti
11586,umukashana na umukashana nabekala panse yetuka baleshimika ilyashi,umulumendo naikata namaboko mumatumba,mwituka muli ifintu ifyalekana-lekana ifingi,patebulo pali nailuba na utubotolo,pantanshi pali nakashimbi elyo petuka pali ifilembo pamulu
11587,Imbwa ili pelibwe naifumya na ululimi kunse,ilemoneka iyafita naipakalalika na amatwi,kabili ikwete amalangi yabili limo ilangi lili ilyafita elo limbi lili iyabuta,panshi palifye utufyani utunono tunono utwingi,kunuma kuli na ulupili ulukulu
11588,namayo naikalako nalema namakunda naikata na ukuboko kumutwe,nalolesha napa chintu ichakile pali na ifilembo,namayo afwele ishati lyelangi lyabuta,kabili nafwala na inkoloko kukuboko kwakukuso,elyo namumuputule mulifye umwafita
11589,umulumendo alebasa amabwe,naikata naka machine kakubashilako alebasa na ukubasa,"nanyanta namolu pamulu welibwe, nafwala nama galashi mumenso",panshi palifye amabwe yeka yeka ayengi,pelyo pali na umuntu uwimineko akatalamukila lelo talemoka pamenso
11590,umulumendo alebasa amabwe,naikata naka machine kakubashilako alebasa na ukubasa,"nanyanta namolu pamulu welibwe, nafwala nama galashi mumenso",panshi palifye amabwe yeka yeka ayengi,elyo pali na umuntu uwimineko akatalamukila lelo talemoka pamenso
11591,umukashana alechofa inchinga,nafwala na ichisote kumutwe,namwentula nokumwentula napapa naichola munuma,uku lubali kuli na ifimuti ifikulu ifingi,kabili kuli na ing'anda iinono
11592,abalumendo babili balechofa amachinga,bonse babili nabapapa na utufyola munuma,umulumendo umo nafwala ichisote elyo umo tafwele,kabili amachinga nayabutuka ichipesha mano,kumbali kuli na ifimuti nomba tafilemoneka bwino bwino
11593,banamayo babili bali pamenshi nabekata na ubwato,shitata alebutukila pamenshi ukulola ukuli banamayo,ukuli shitata kulemoneka ulupango lwamawaya pamulu,kunse yamumana kuli ifimuti ifingi elyo na ifyani,akamumana kalemoneka akanono
11594,shitata alemonekakofye umtwe weka-weka kabili alomeneka uwaimininako,nafwala na ijaketi,nakumutwe nafwala ichisote Pali neluba,ukunuma kuli naichikulwa ichikulu,pamulu pali nakapabi napalembwa na ifintu
11595,shitata aleipika nafwala na ikoti lyelangi lyabuta,alemoneka uwamwentula,naikata na inama kukuboko kwakukuso,shimbi inama shilemoneka ishapya akale elyo shimbi tashilapya,kunuma kuli ichilemoneka kwati chimbaya mbaya ichelangi lyabuta
11596,umulumendo ali mumuputule wakwimbilamo inyimbo,naikata namaboko mumatumba,nalolesha napa chitabo,pamulu wakapuna pali nakachintu akafita kuli na intambo,umulumendo alifye eka mumuputule
11597,namayo ali nabana batatu bonse nabemininako,balelolesha muchimbaya-mbaya umuli umwaiche umo,ichibi Cha chimbaya mbaya chili ichaisuka panse palemoneka umuntu aleikisha umwana,ichimbaya mbaya chilemoneka ichikulu nganshi,abaiche babili nabafwala ifisote elyo umo tafwele
11598,namayo ali nashitata mwi ofeshi,namayo naikalako aleshimika nailyashi,shitata nakontamako alelolesha pa laptop,petebulo pali na ichitabo,kabili petebulo pali nalamya
11599,Banamayo balli bali pachitutuku umo aleensha elyo umbi ekelefye kunuma,kulya lubali kuli nabambi abali pachitutuku,namayo nafwala nama galashi mumenso,kunuma kulemoneka na iwilo lya chituku-tuku,elyo kunse kuli na chinkupiti wabantu aletamba
11600,pamenshi pali amato yabili muli nabantu,pamulu pali na indeke ilepupuka,kabili pali na ichushi chamulilo,kumbali kuli na ifimuti ifingi,mukati ka fimuti mulemoneka ifikulwa
11601,umwaiche naishikilisha mufyani,umutwefye eulemonekakofye pamo na ukuboko,kabili nakumutwe kuli umushishi uwakashikila,tapalemoneka umuntu nangula umo palifye umwaiche eka,kumutwe lubali kulemoneka utumuti utwaimikwa
11602,chinkupiti wabantu nalongana pamo kabili palifye bashitata beka beka,kunuma kuli na imipando yelangi lyamulopa mulopa,bashitata bambi nabapapa na ifyola munuma,shitata uuli pantanshi nakobeka nakakope mumukoshi,kunuma kulemoneka na akachimuti
11603,umukashana nafwala ichisote natumbula namenso,kuchisote kuli nesako ilikulu,nafwala na isikiyo kukutwi,kunuma kuli na bantu abaleenda,kabili kulemoneka na ifikulwa nomba tafilemwenekesha
11604,Imbwa shibili shileenda  nashikwata na imishipi mumikoshi,imo Imbwa ilemoneka iyaina paibiye,shonse shilelola ku kufimuti,pantanshi pali na itebulo,kabili panshi palifye apauma
11605,umulumendo naiminina naimya namaboko mumulu,napapa nakachola munuma akafita,nafwala na kaputula namataki kumakasa,kabili nafwala neshati ilyelangi lyabuta, umulumendo emininefye eka takuli nangula umo uulemoneka
11606,namayo ali nomwana nabekala mumupando,umwana naikata nabanyina pakulu,petebulo pali naifintu ifingi,namayo namwentula nokumwentula,mung'anda muli namatebulo ayengi apali namaluba
11607,shitata aleenda pakati yafikulwa nabika na lamya kukutwi,kunuma kuli na abantu babili abeleenda,pantanshi pali nakachela akeminine nakakwata namawilo yane,pamulu nabakobekako na ichisalu ichilepupuka,elyo kunuma kuli notumuti utwipi
11608,umulumendo ali muchibansa chakuteyalamo ubwangalo bwitwa Cricket,nafwala na ichisote ichakuichingilila pamenso,naikata na ichakuteyelako kuminwe,pantanshi pali na utumuti utwaimikwa utwauma,kunse yachibansa kuli na ichitenge umwakwikala abantu pakutamba ubwangalo
11609,shitata ali mumuputule aleenda naikata na kumutwe,mumuputule muli na utupuna utwingi apashili nabantu,kukuso kwakwashitata kuli umuntu uwikeleko pakamupando alemoneka kwati mwanakashi,kabili kunuma kuli umuntu uwimineko alemoneka kwati nishitata,mumulu mumutenge muli namalaiti nayaka
11610,abalumendo aleengala ubwangalo bwitwa hokey,bonse nabafwala na ifisote kumitwe,kabili bonse nabafwala na insapato shamawilo,kunse kuli nabantu baletamba ,muchibansa muli na ba referee
11611,umwaiche aleenda mumfula nakwata na umwamfuli kukuboko,kabili tafwele  na insapato,mumusebo muli na amenshi yamfula,kunuma kuli nafimuti,kuntambo kuli ifyakufwala fyelangi lwamakumbi makumbi
11612,Imbwa iikalamba ili mufyani,kunuma yapancende apali iyi imbwa kuli amenshi,ilemoneka iyafulwa pamenso,na imfula ileloka,imbwa ikwete ilangi lyafita
11613,ing'ombe shili mwitanga,panse Pali nabaiche babili,kunuma yetanga kuli nakumusakuta kafyani,kabili mupepi nabaiche kuli umuntu uulemonekakofye ukuboko kumo,kunse yetanga kuli impanga iikalamba
11614,umulumendo alelisha banjo,kunuma kuli namalaiti ayapusana amalangi,kunuma kuli ukwafuta,nasansula  na umtwe,kabili alemonekafye eka
11615,umulumendo alekula nanina namumulu nomutwe taulemoneka naufisama mumtenge,naikalako napambao,mumulu muli namadekoleshoni,nafwala nensapato,muchikulwa tamuli umuntu na umbi mulifye umo
11616,aba kashana na balumendo  bale sefya pamenshi,mubali yamenshi muli ba balloon  naba pompano nomwela,kumuna yabo kuli ing'anda iyikwete ama window ayengi,kuli notumuti utunono kabili utwapuka bwino ngashi ,abalumendo naba bakashana nabasefya kabili nabekatana neminwe pakwangala
11617,shikulu bantu naiminina pamulu nashintilisha nokuboko pachimuti,pebumba pali umulumendo uwikete amaboko kumutwe,kunuma yakwashikulu bantu kuli ichilindi ichitali ,pebumba pali abakashana na balumendo,kulya lubali kuli ifimuti ifingi
11618,shikulu bantu ali pamusebo nafwala na ichisote ichamatwi,naikata nabokoshi kuminwe,kumuma kuli na ichimbaya mbaya ichikalamba elyo nakanono,kuli na ifikulwa ifitali,shikulu ali na abana babili umo mukashana elyo umbi mulumendo
11619,abantu bali muchibansa chamupila,kabili muchitenge  muli abantu abengi abakutamba umupila,bakateya bamo bafwele ifyakufwala fyelangi mutumtula-mutuntula,muchipanda muli na gole,elyo bambi  bafwele ifyakufwala fyelangi lyakashikila
11620,umulumendo ali pamaliketi  aleputa naumililo kukanwa,pakati kafikulwa pali  nabantu abengi,pamulu yafikulwa Pali nautupampa,umulumendo  aleputa mulilo tafwele  na ishati,kabili kulemoneka na ichimbaya mbaya chelangi lyabuta
11621,Namutekenya wa motoka ale chenchenta motoka yakwe,Ichimbayambaya alinacho chili icha kashika,Naisula kuntanshi yamotoka yakwe elyo bakontama aleichenchenta,Ichimbayambaya ichi bachimbanga Mumusango wakale,Ichimbayambaya chapangwa ukwabula umutenge elyo kunu ma kuli flag iya Chalo Cha America
11622,Shitaata alewamya ulubansa,. Cilya alewamya  aleshimika ilyashi na namayo uyo Ali pa munshinku uwachibili uwachikulwa,Ichikulwa ico icili palubansa balewamya icitali namishinku yabili ukuya mumulu,Mulubansa muli naifitukutuku fibili, Ichikulwa cili icisuma Kabali chalipentwa na imimonekele iya buuta
11623,Abakashana babili baleya baleyenda,Bonse. Babili nababika amaboko mumatumba,Bonse babili Bafwele ututoloshi umo kafiita elyo umbi aka makumbi makumbi,Bali naimishishi Isha fiita elyo bonse babili nabafwala makalashi mumenso,Balemoneka nga abena China nangula abena Japan
11624,Kateya wamupila wa golf alimucibansa,Nafwala ishati na akasote ifya makumbi makumbi elyo na itoloshi ilya buuta,Muchibansa shitata alimofye eka,Alimupepi napalya pachende apaba akalindi akakilobeshamo kabola ka golf,Icibansa cili icabusaka na ifyani ifya katapa katapa bwinobwino
11625,Abalimi bane Bali mwibala ilya musalu,Mwibala muli banamayo batatu elyo nashitaata umo,Umusalu mwibala uli walelema bwino bwino kabili uli uwakatapa katapa ,pakatalamukila pali ing'ombe ishabuuta isho ishilelya umulemfwe,Aba abalimi tabalesombola umusalu iyo lelo bale cenchenta ukumona utushishi na imibele iyamusalu
11626,Umwana umwaume alewamya mung'anda,Ale pyanga nacimashini cilya icikula ulukungu,Cilya Umwana munono alebomba umukulubwntu alimupepi naikala pamupando,Uyu mwana balimufinda ifyakubofya iyi machine pantu aleibomfya mumulinganya,Abikile mashini pali kapaeti pakwebati akulepo ulukungu lonse
11627,Keemba wanyimbo aleimba,Nafwala akashati aka amaboko ayepi elyo akafiita,Ulubeyo lwamishishi na imwemfu yakwa uyu keemba luli ulwa ibela,Kunuma yakwe kuli kakopa wafikope,"Kakopa wafikope nalema camera muminwe, napilibula akasote kumutwe wakwe elyo Alina imwemfu ishingi kukanwa"
11628,Umwana umunono alewamya  mung'anda,Nafwala akatoshi aka katapa katapa elyo naakashati aka kashikilila,Alewamya kapeti  iyabela kumuputule wakwipikila,Pakuwamya alebomfya mashini Iyo iyi kula ulukungu,Ichimo cha uyu Umwana cilelingana  na ubutali bwa itebulo lyo ilili mupepi na pantu alepyanga
11629,Namayo nalala panshi,Umutwe wakwe nasaika pa chola cintu Ali nacho,Ali namakalashi mumenso ayafiita pakuchefyako ukusanika Kwa kasuba mumenso,Insansa shakwe nashisula pamenso eicho Ali uwa mwentula,Ale moneka nga umutandashi uyo Ali pali chuti wakutusha
11630,Abalumendo babili naba iminina  mwisaamba lya chikulwa,Umo afwele itoloshi ilya makumbi makumbi elyo aikumbata na amaboko  yakwe,Umbi shitaata nankwe naimanina akatalamukila elyo nashintalila kucibuumba,Pamo balemoneka ngabalya abashishibene nangula beminine pacende imo,Pambi napo balemoneka kwati balipamo elyo baleshimika ilyashi
11631,umwaiche alepilibuka amaboko yali panshi elyo amolu mumulu,kulya lubali kuli na shitata uwimineko naikata nakukashimbi,mukati kachikulwa muli na ifishimbi ifyaimikwa,panshi palemoneka nelangi lyamakumbi makumbi,nakuchibumba kuli ichipampa apelembwa ifilembo
11632,umulumendo ale chofa icinga,pantu ale chofela icinga nipakati yapanga,nafwala  ichisote icho cifwala ba kachofa wama icinga,"kuminwe nafwala ama gloves,napamakufi nabikapo utwakuicigilisha mukuichena ",iyi impanga alechofelamo ili iyachigililwa nefimututi ifingi
11633,Abalumendo  babili balepopa ama pulanga ,umo nakwata sando uminwe elyo umo aletamba,chilemoneka uli na sando muminwe alesambilisha umubiye ,ama tebulo yonse pali ama ama pulanga ,"mumibonbele yabo, bonse bali abasansa  ngabo aba temwa umulimo wabo"
11634,umukashana  alepyanga mumuputule ,alemoneka nasendwapo nafimo ifyo aletamba,uminwe nakwata icheswa icha mulopa mulopa echo alebomfya paku pyanga,umu mumuputule muli ama tebulo elyo ne ifipuna ,"pamulu wama tebulo pali ifibokoshi,elyo nefintu ne fimbi"
11635,umwana umwanakashi nyikala pachipuna icha mapulanga,pamenso alemoneka ngakalubi kumulandu waba paint apentele,kunuma chipuma ekelepo kuli icimana icikalamba ,uyu mwaiche tafewele insapato kumakasa,elo mubali ya icimana muli ifimuti ifingi
11636,abana babili bali mu cimbusu,umo mwana umwaume elo umbi mwanakashi,umwana umwanakashi alebelenga ichitabo ,pakubelenga naikalako napa chipuna,ako akalipo akanono nakemanina kalelolesha pachitabo
11637,Abantu babili baleelela mulwelele,Naba ikoba muntambo iyo iyipitile mumulu muntu baleyelela,Naba fwala amashati aya buuta elyo na amatoloshi aya fiita,Bali pabwangalo ubwa kwendela mumwela,Umo pali aba bantu babili aleciluka intabo nanyanta namolu pa skate board
11638,Umulumendo na sendama panshi,Asendamine mupepi naicibuumba uko ashantilikishe ikufi lyakwe,Alele ukwabula ukufwala ishati elyo ishati line elintu asaminepo umutwe wakwe,Pakati kachiibuumba na apantu alele pali ibotolo elyo na akapepa akabuuta,Ali nga umo uyo uli mutulo twine twine elyo apalile nga ulya ule tuusha panuma yamilimo iya koosa
11639,Namaayo alekumba ifilyo muli ka bulenda ,Ali mumuputule wakwipikilamo umo muli imipika na utunkolonkolo twakupangilamo ama keke utwapusanapusana,Nafwala ka apron elyo alekumba ifyapala amani,Munenso ali nakalashi elyo kumutwe wakwe kuli umushishi uwakashika nga ulya bapondola ,Abengi abantu babomfya ka bulenda nga bale panga imikate
11640,Umulumendo uwacaaice anaimanina pakati kamusebo,Apantu emanine pali imyotoka kumbali shakwe shonse shibili,Naimya amaboko yakwe elyo naikata ama flag yabili,"Uyu mulumendo ali pakusefya, lelo tacishibikwe nga alesefya ifikansa fyachaalo nangula u,upila wa bola",Ama flag ayo emishe alemoneka nga aya kuchalo ca Egupiti
11641,Imbwa yafyontomoka muminwe yakwa shitaata,Iyi imbwa naimya amolu yakuntanshi mumulu cilya ilebutuka,Alina Umushipi uwa fiita uyo untu shitaata achiba na ikata lelo naupusumuka,Amatwi yambwa naya pakalala elyo akanwa nako nakachenama nga ilya ilebosa,Shitaata uyo ali naitoloshi lya katapakatapa elelwisha ukukonka imbwa munuma
11642,Abantu babili abo abafwele ama chaketi aya fiita nabekala panse,Aba balumendo balemoneka nga bakabomba ba pahotel abo abapokelela abalendo,Icintu bekelepo cili ica buuta elyo panse pantu bali napasanikwa na amalaiti,Cilya bekele bali mwilwashi ,Iyi ceende balipo ilemoneka nga pa hotel
11643,Abakashana babili bale toloka umusebo,Lubali napa ceende bafikilepo pali cisaaca ica umutuntula icikalamba,Umu nafwala ifya fiita elyo umbi afwele ishati ilya kashika elyo naka shiketi akepi aka katapakatapa,Pamo uyu saacha alemoneka ngaulya ushileyenda elyo abakashana nabo tacishibikwe nga bale lola mukupatama pali saaca,Cilya baleyenda baleisa bale shimika ilyashi
11644,shitata nasonkamako naikata napakabokoshi,pantanshi pali na umukashana uwimineko nakobeka nakachola pakubeya kwakukuso,pantanshi yamukashana palemoneka umuntu na umbi,apasonkeme shitata pamulu pali inkoloko nkolo ifingi mukamuputule,kabili pali na ichikulwa ichikulu nachita na ilangi lyamakumbi makumbi
11645,umwaiche naiminina naikata na inkunda ishingi muminwe,imo inkunda naikala napakubeya,kabili inkunda imo ilfye yeka naikala napa kashimbi,umwaiche nahenamuna nakanwa,kunuma yamwaiche kuli na ichikulwa ichikulu
11646,abana baleteya umupila muchibansa,babili nabafwala na ifyakufwala fyelangi lyamakumbi makumbi,bambi nabo nabafwala ifyakufwala fyelangi lyamulopa mulopa,kunuma kuli na ichi goal,elyo namuchibansa muli ifimuti fitali fitali
11647,umukashana ale ipika alemyanga nakuchakwipikilaki,nakunuma kulemoneka ichintu ichelangi lyabuta,umukashana nafwala nama galashi mumenso,umukashana nabika na imbale patebulo nakumbawilmo na ifintu,elyo abikile na imbale yakwe petebulo
11648,bakanyekanye bamasambililo ya science  bali mumuputule,Pali aba bakanyekanye pali abakashana babili  elo nomulumendo umo,umukashana umo alelolesha muli chimachine icho beta ati microscop,kuminwe naikata akantu ako abikili pali iyi machine elo na ilaiti nalisanikapo,umukashana nafula amakalashi ayo abikile pe tabulo mukweba  ati  amone bwino  muli ici chimachine 
11649,abantu babili baleteya umupila uyo beta umuchisungu ati hockey ,bonse babili nabafwala  ififwalo ifyo bafwala patuteya uyu umupila wa hockey ,umo alipanshi mukufwaya ukwikata bola elyo umo naiminina ,uyo wimanine aleliwisha  mukumona ati ka bola kaingila mu chipanda,muchibansa  baleteya umupila uyu muli umwabuta elo mulemoneka umwatelela
11650,umulumendo  ale chofa icinga mumusebo ,pamusebo ale chofela icinga pali na bamotoka abo abaleenda ,mubali ya musebo muli chinkupiti wabantu abaleenda ,mumusebo muli nefikulwa ifyo ifikwete amalembo yamu Chinese ,awe kwe ifikulwa filomeka ifingi
11651,umwana alelila naikata nakakwangasha ukuboko,nabika nakakwangasha mukanwa,umwakulala muli na ukwakusamika umutwe,nafwala na ichampepo pali namabatani,kabili akwete na umushishi uunono
11652,umulumendo aleenda napapa na ichola,naikata  lnechintu kukuboko kwakukuso,alefumina panshi aleninika pamulu,kabili takulemonekapo ichintu ichili shonse alifye eka umulumendo,elyo nakontamika umutwe napanshi
11653,umulumendo nanina pakantu aketwa skateboard,nanyanta namolu yonse pa skateboard nafwala na ichampepo ichaikwatila ichisote,kabili umulumendo naima ibaka ali mulwelele ,na chinkupiti wabantu nalongana aletamba,kabili ili ninshita yachungulo bushiku
11654,Imbwa ileenda naifumya na ululimi kunse,langi lyambwa nalipalana umushili,mumulu muli na fine fube,kabili Imbwa ili namasako ayengi,nakunuma kuli ifimuti ifitali elyo kulemoneka na ifikulwa
11655,umukashana naikala mufyani naimya na nsalu mulwelele,nakwata na umushishi uutali uwafita,kunuma yamukashana kulemoneka na abantu abafwele ifyafita,kabili kuli na ifimuti ifingi nganshi,namumulu muli amakumbi
11656,Abakashana babili baleninika ulupili lwakupanga,umukashana umo ali mwisamba elyo umbi ali pamulu,ichintu baleninako chili pali bemba,kunse yamumana kuli na ifimuti ifingi,elyo kuntashi kuli na ichimbaya mbaya chelangi lyamulopa-mulopa ichileenda
