IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
7041,bashitata nabeminina baleshimika,bashitata bane bonse nabekata kutunwa,kulya lubali kuli shitata na namayo nabekalako baleshimika,pantanshi yabo pali ichintu ichilemoneka kwati bwato,kabili inchende balipo naikwata ifikulwa ifingi nganshi 
7042,umulumendo aleimba nyimbo,tafwele lelo tafwele neshati,nafwala nama sikiyo kumatwi,nakobeka nechitwa neck chain mumukoshi,aliilemba nefyakuilemba pamubili
7043,shitata alebelenga pa computer,naikata nokuboko pakanwa,nafwala nama galashi mumenso,nafwala neshati lyelangi lyabuta,kuchibumba balikambatikako nefipepa ifingi
7044,abalumendo nabakashana bali mumuputule balebelenga,umulumendo umo napona namutulo,pamatebulo yonse pali amalaiti nayaka nokwaka,bamo balebelenga pama laptop Bambi muma newspaper elyo bambi mumabuku,petebulo pantanshi pali nama files yabili
7045,umwaiche alelengela muchilindi,nakontama naimya namaboko mumulu,nafwala nensapato ishelangi lya katapa-katapa,chilemoneka kwati alifye eka,pantu eminine palemoneka nemilale shibili
7046,umulumendo na umukashana baleenda ,kulya lubali kuli namayo aleingila pamwinshi wetuka,kufikulwa kuli nechikope chamukashana,kabili inchende yonse nayaka amaliti,chilemoneka kwati nimunshita yachungulo
7047,umulumendo na mukashana nabanina pamachinga balechofa,shitata umo naiminina alelolesha ichimbayambaya ichilepita,shitata panchinga nafwala nakaputula,muchimbayam-baya muli nabantu,shikulu bantu uwiminine nakobeka nenfungulo mumusana
7048,umukashana naiminina alekopa ifikope abantu abali panchinga,kulya lubali kuli chinkupiti wabantu abeminine elyo nabekeleko,umukashana uwiminine nauuli panchinga bonse nabamwentula,umulumendo kunuma yanchinga ena nakumbatila namayo mumusana,inchinga baliikobeka nefyakuikobeka ifingi monse na mumawilo
7049,umwana naikala palibwe kululamba lwabemba,pantu ekele uku lubali kuli nembwa iiminine,imbwa nailolesha noku lubali,panchende palemonekafye umwane eka elyo nembwa chapwa,amenshi pamumana yalemoneka ayalengema
7050,abantu baleenda mumusebo bambi pamakasa elyo bambi pafituku-tuku,shitata na namayo nabaikumbatila na mumisana baleenda,namayo umo aleenda nafwala nefyakufwala fyafita,abantu babili nabanina muchitu-tuku,pamumana pali nefimabwato ifikulu fikulu ifingi
7051,abantu nabanina muchintu ichitwa parachute ,nakasuba ninshi elo kaleingila,kabili kulemoneka bempili ishitali,abantu tabeshikwe ngabanakashi nangula baume,abantu nabekata nakuntabo
7052,umulumendo na umukashana baleitomona,umukashana nafwala nama sikiyo ayatali nganshi,kulya lubali kuli nabantu abekeleko abengi,chilemoneka kwati pali efyo baletamba,umulumendo nafwala neshayi lyabuta naisala namenso patomola umukashana
7053,umukashana aleenda pakati kafikulwa,napakata nakachola mukwapa uku lubali naimya na plastic bag,mumusebo muli nemyotoka ishiminineko,mupepi yamukashana pali nakachintu aketwa ati fire hydrant,kabili umukashana alemonekafye eka panchende
7054,abalumendo balechimfyanya ukuchofa amachinga,bonse nabafwala notusote kumitwe,nabafwala nama galashi mumenso,kumbali kuli nabantu abengi baletamba,bonse abalumendo nabafwala utuputula namataki kumakasa
7055,umulumendo aleninika ulupili ulutali,naikaka nentambi mumusana,panshi pali umulumendo uulepelelesha intambo,panshi pali nefilemoneka kwati tufyola utwafita,umulumendo naipomba nakabuta kukuboko kwakukulyo
7056,shitata nanina pe donki,naikata nentambo kukuboko kwakukulyo,nafwala nechisote kumutwe,nabika be nkoloko kukuboko kwa kukuso,kunuma yakwe kulemoneka nomuntu uwiminine
7057,Umwana umwaume alesamba mumenshi,Ali uwasangalala cilya alesamba,Uyu umwana tafwele ishati afwele akaputula ako kalimumenshi,icilundwa cimo icamubili wakwe nacibila mumenshi kushelefye icifuba na umutwe ,Kunuma ya uyu umwana kuli utubiye uto tulesamba nato
7058,umulumendo aleenda natambulula namaboko yonse mumulu,alemoneka kwati ni ulya uulwa ulubuli bwitwa wrestling,mwisamba muli nomuntu uulekopa umulumendo,mumulu namwaka namalaiti,umulumendo ishati afwele talifimbile palufumo
7059,abaiche balechimfyanya ukubutuka,umo alepela umubiye akamuti muminwe,kabili pali umulumendo na umukashana balelolekesha uko abalumendo baleipela akamuti,kabili kuli chinkupiti wabantu,umwaiche umo nasonkamako naikata nama boko kumutwe
7060,motoka ileenda mumusebo walukungu,mukati muli na namutekenya,kumbali kuli nabantu abaletamba,motoka naifutula nolukungu ulwingi kunuma,kumbali kuli nabalekopa ifikope
7061,umukashana naikalako pamupando nalela nomwana pamolu,naikata na lamya kukuboko,chilemoneka kwati aletamba ichitunshi-tunshi,nabika nakachola pamupando pantu ekele,umwana balimuluka nefikuti mumutwe
7062,abakashana batatu naba lumendo babili bali kumenshi,babili nabekala mumenshi elyo batatu nabemanina,abakashana babaili nabafwala fye utuputula elo na utufunga mabele,akamana balimo kalemoneka kanono,kunuma yabo kuli na impili shamabwe elo na ifimuti pamulu wa lupili
7063,abantu batatu balepona ukufuma mumulu,bonse nabekatana amboko pamo neyo bale pona,amolu yabo yonse  yalimumulu,bonse nabapapa na ifyola iyo ifilemoneka kwati ma parashoot,nelyo balepupuka bonse nabafwala isapato kumolu
7064,umulumendo aletoloka mumusebo,naikata na ukuboko kwa kukuso kumatwi,munuma napapa na banjo iyo ili muchola,mumimonekele ali kwati nekemba wanimbo,kulubali lwakwe kuli na ifimbaya mbaya mumusebo
7065,ibumba lya banamayo na bashitata nalikolongana,balemoneka bali mukusefya ,bonse nabafwala ifya mpepo chili kwati ni munshita ya mulupepo,"petebulo lyabo pali ifyola, ama plastic elyo na ifyakunwa mu ma botolo",panchend pantu bali pali ifimtu ifingi elyo na amatubulo na ifipuna
7066,bakateya wamupila bali muchibansa,babili balebutuka kwati nayabo abali pa kusafya ichilya baingisha umupila,pali bakateya pali abafwele ifya mulopa mulopa elyo na ifya makumbi makumbi,umulumendo uyo ameshi ukuboko ali uwa sansa ngashi,mubali ya chibansa mulemoneka ifimuti
7067,nakulubantu naimanina naimya na ukuboko mumulu,nafwala na ichisalu chabuta icho ichikwete na ma lembo yamuchines,kunumayakwe kalu ichimpampa ichikwete ichinso chakwe,alemoneka kwati muntu ulya uwaitumpa mufikansa fya chalo chabo,pamubili nafwala ichaketi lya buta elyo na itoloshi lye langi lyamakumbi makumbi
7068,umukashana aleteya umupila wa tennis,nabosa bola mumulu mukubomfya akampapa kakuminako,panshi yachi bansa pali ape langi lya makumbi makumbi ,umukashana nafwala ishati lyabuta kasiketi ka kashika elo na akasote ka buta ,kunuma yakwe kuli umuntu uyo uwikele panshi 
7069,umukashana aleyanga ubwangalo bwa skating,kumolu nafwala isapato shama wilo isho bafwala pakwangala  ubu bwango,kumutwe nafwala ichisote elyo nabika napamakufi ifintu ifya kuichingilisha kubusanaso,panchende pantu aleyangalila pali apabuta elo apatelela,kunuma yakwe kuli abanakwe abo abekele pafipuna
7070,shikulubantu ali pamulu yakwa kabalwe,nafwala kwati ni uyo uli pakuchifyana,"nafwala ichisote kumutwe,ijaketi lya fita elyo na isapato ishafita",muchibansa muli umwayaka namlangi yapusana pusana,kunumayabo kuli abantu abaletamba
7071,Bashitata babili bale cilikana pafitukutuku,Bali mubwangalo nangula ubunkolanya bwakucilikana,Apantu balebutukila pafitukutuku fyabo napafuka na icushi nolukungu,Palishitaata uyo afwele ifya kashika mwapitata nautwafiita elyo imifwalile yakwe na ipalana na imimonekele ya citukutuku cakwe,Lelo pali na uyo shitaata untu afwele ifyabutulukila alemoneka kwati nafuntuka pacitukutukucakwe eico pale futumuka na ulukungu
7072,Umukashana alepenta mumuputule,nakanina na pamutanto pakuti afike pantu alepenta,nakwata ichikopo cha painti icho alekumabaula,nafwala nakashati aakbula amaboko elyo na itoloshi yafita,uyu namayo nasuma naululumi lwakwe ulo afumishe panse
7073,umwana nabanina bali mumuputule baleyangala ,akawmana nakemanina nakekata banina kumatobo,banina nabafwala nama galashi mumenso,pamenso balemoneka kwati ifilechita umwana nafibapapusha,mumuputule mulemoneka na umuntu uyo afwele itoloshi lya makumbi makumbi na sapato shabuta
7074,abana abaiche nabemanina mumuputule,nabemaina ngabo abaleimba inimbo nabakwata na utwakulisha pakwimba,bonse pamo bali mutanda mupendwa,pali utukashana tusano elyo nakalumendo kamo,mumuputule muli na shitata uyo wikele ali kwati eka fundisha wabo
7075,umukashana naikala pamulu wafyola,alemoneka kwati ali pabulendo,nabika naichampepo chakwe pamulu wafyola,nafwala akashati kafit akabula amaboko na itoloshi lya makumbi makumbi ,alemoneka kwati muntu ulimuatontokanyo ayengi
7076,umwana umulumendo nalala mumuputule,amulemoneka kwati nimuchipatala,ukuboko kumo ukwa kukulyo nakwata chitute,kanbili nabikapo na ichilomoneka kwati chakusayilako icho ashitilishepo ukuboko,kumutwe nakwata umushisi kwakshi nafwala na ishati lya makumbi makumbi
7077,umukashana na umulumendo balennda munshila,balemonekwati batemikwa,umulumendo tafwele na ishati elyo nakwata ifilembo umubili wakwe onse,umukashana naffwala ishati lyabuta nakwata na umushisi utali uwafita,kunuma yabo kuli ifikulwa elo kulemonekela na umumtu nakwe aleenda
7078,Bakanyekanye bamakule bali pancende imo ifi pantu balebombela,Pali iyi incende balipo bane ,Bonse nabafwala pamo nga imifwalile yabamakule ,Nabafwala ifimpompo kumitwe imingila ilyo naintambo isha kuikakila cilya balenina pamulu,Pali aba bane umo nakontama elyo babili balelolekesha pafipepalfyabo
7079,Umwana umwaume nankontama mucibansa camupila,Nafwala icimpopo ica mutuntulu kumutwe,Kumaboko nafwala amaglooves aya fiita,Kumakasa nako nafwala insapato ishafiita,Kumulu afwele umukansu ukalamba elyo nafwala iciputula icafiita abikappo na insokoshi isha fiita
7080,Abashilika abo abalisha ifilimaba nabemanina capamo,Nabemanina mumilongo,Bemanine mumilongo ishili mutanda,Cilaumo naimya umutolilo bambi bali naimitolilo inkalamba bambi ishinono,Pantashi yabo napemanina umo umushilika uyo alebalangilila ifya kulisha
7081,shikulubantu  ali pamulu wa kwakablwe , kuminwe nakwata intsmbo iyo alelopwelako iyo ksbalwe ili pantashi yakwe ,kabalwe untu aninine po nabutuka ichipesha amano,pachende pantu pali amaloba ayengi ngashi,kabili mubali bali chingilila na ulupango lwatu shimbi 
7082,abantu baleyenda mufula nabemya na nyafuli,nakulubantu ali muli ka mpepo ka makumbi-makumbi naba mufimba inyafuli kuli shikulubantu ali kunuma ,abantu aba ali pakati kamatuka ayo aya kwata ututemba panse,nakulubantu umo ena naimanina kabili ali kwati nakatwa na impepo,mututemba muli ama tebulo ayo ayakwete amakwebo aya pusana pusana 
7083,umulumendo ali mupanga alesambilila ukwangala ni imfuti,muku ichingilila nafwala na ichintu pamenso,alelwisha ukulasa imfuti pakati ka fimuti fibili,kumbali yakwe kuli na ikuni isho babikile mupepi na ifimuti ,umuntu uyu nafwala na ichakufwala kwat cha ba kapokola
7084,nakulubantu  naikala pakatemba ale shitisha,petebulo lyakwe pali ifintu ifyalekana-lekana  fintu aleshitisha ,kabili nabika na inyafuli uku akobeke imitwe ya filubi fintu aleshitisha ,imitwe yafilubi naba ifiwka na ifisote,kunuma yamwe kuli utu temba natumbi kabili kuli na namayo uyo ukonteme
7085,umulumendo aleimba pamo na ukulisha banjo,kuntashi yakwe kuli icisoselo ichintu alebomfya pakwimba,kabili kunuma yakwa kuli ifilimba nafimbi ifyo balebomfya ,chilemonekq kwati nishita ya bushiku pantu nakufita  ,kulubali lwakwe kulemoneka muntu uyo ulelisha nakwe banjo
7086,imbwa ishibili shilepepekana,shonse shibili  shilemoneka shilelwisha ukwikata ka plastic ako akali mumulu ,imbwa ilikuntashi ili iyi nono elyo ili kunuma ikalamba,elyo ili kuntashi ili iyafita kabili ili kunuma iyentu  yakashikila ,panchende pantu shili bali kwati pakwangalila abana
7087,umulumendo  aleyangala ubwangalo bwa skating ,nafwala akaputula kafita elyo na akashati kafita akabula amaboko,kumolu nafwala isapato ishakwata ama wilo kunshi,kumutwe nako nafwala ichisote  elyo na ifya pamakufi,ifi fya kumuchigilila mukweba ati aichena 
7088,nakulubantu  alimumuputule wakwipikilamo ,ichende ilemoneka  kwsti nilya abantu besamukulila,petebulo pantu alebombela pali ifintu ifya lekanalekana ,nakulubantu nafwala ichitambala kumutwe elyo nako bafwala pakwipika ako Peta muchinsungu ati apron,mumuputule kwena mulemoneka umwalamba 
7089,ichinama ichilepala kwati ni imbwa cilebutuka,"chilemoneka  namalangi yabili, ifyafita kabili na iyabuta ",pakubuta  na chifumya na ululimi  panse,panchende palemoneka kwati nimucbansa,elyo kumbali kuli ifimuti ifitali ifingi
7090,abalumendo babili pali pamusebo baleenda ,nabakwata nako bale kukulusha ako bensheshamo umwana ,umo umulumendo nakwata na ichilubi ichikalamba muminwe ,uyo ulekukulusha aka mwana napapa ichilubi nakwe ichelangi lya makumbi-makumbi ,"kumbali yamusebo muntu bali, kuli ama nyafuli ayakalamba aya makumbi-makumbi umwikele abantu"
7091,abalumendo mutanda bali mubwangalo bwa karati,bonse nabafwala na ifyakufwala fyelangi lyafita na umushipi mumusana,abali basano baletamba elo babili ebali mukuchifyana,kunuma yabo kuli na ichikulwa ichikwete amawindo ayengi,kabili kuli na ifimbaya mbaya ifyo ifimanine
7092,shikulubantu alechofa icinga ,kunuma ya icinga kuli na ichibokoshi chintu asendele,kumbali yakw imo kuli na ichikulwa ichikulu ichabuta,mubali yachikulwa military na abantu  abo abaleenda ,kumabali yakwe iyimbi kuli namaluba
7093,abakashana abo abashana amasha ya barley bali muchikulwa ,abakashana babili abo bachilashana nabafwala fye utuputula ,babili abakashana nabakubatilana chilya baleshimika ,kabili kuli na abakashana babili abo aba fwele ama toloshi yafita na ifya mpepo fya fita ,kunuma yabo kuli na abantu abaletamba 
7094,umukashana naikala pamaloba ya kuchimana,nafibilikisha amolu yakwe mumalo elyo nashibatisha na menso,kuntashi yakwe kuli ababtu abengi abemanine mupepi na icimana,pamulu yamutwe yakwe pali chintu chimo ifi ichelangi lya mutumtula-mutuntula ,icimana cikalamba nhashi chilemoneka kwati chalikatana na umulu
7095,abantu basano bali mumuputule  umo,balemoneka kwati lupwa lumo,Pali bashitata batatu elyo na namayo umo,bonse nabemanina babili nababika amaboke mumatumba elyo babili nabafunga amaboko yonse pamo,chilemoneka kwati nishita ya cungulo panto panse Pali apafita
7096,abatemwikwa babili bali mumuputule bashitishamo ifyakulya ,bonse babili nabekata umwele mukufwaya ukuputula keke,mumuputule  muli ama tebulo ayaengi kabili na ifipuna,bonse babili bali abasansa ngashi pantu naba wentula,kunuma yabo kuli umulumendo uyo aletambila fye apatali
7097,umulumendo aleyangala na icinga ,natoloka mumulu elyo nafuma napa icinga,kumutwe nafwala ichisote ichakuichingilila kubusanso ,nafwala na ishati ya mutumtula-mutuntula  elyo na itoloshi ya makumbi-makumbi na isapato shabuta ,panchende pantu ali palifye impanga ikalmba 
7098,umuntu naikala pachipuna eka,pamenso naifimba ichisalu ichikwete muntu ,chilemoneka kwati nipameso yakwe,nomba tachishibikwe nga chakuti mulumendo nagula mukashana ,mumuputle muliko umwafita elyo nafwala akampepo kabutulukila na itoloshi lya makumbi-makumbi 
7099,bakalungisha wafi mbaya mbaya balelungisha,bonse babili balumendo ,Pali umo uwa mubili ukulu elo nowamubili unono,balewisha ukulungisha iwilo lya chimbaya mbaya ,ichimbaya mbaya chikwete ilangi lya makumbi makumbi elo iwilo nabalibika panshi 
7100,umulumendo aleshelela mumabwe makasa,nanyata pali skateboard elo natoloka mumulu,aleshelela mukati kapili ishikwete mabwe-makasa ,umulu uli uwabuta elyo chilemo eka kwati kasuba,nafwla ichampepo elyo na isapato ishafita ichakuichingilila kumpepo
7101,Umulumendo na imanina mumbali yamumana,Mupepi napo ai pali umusakuta ,Uyu musakuta bafimbile pofye imishiti nangula amalangeti,Panshi ya uyu musakuta pali ipulanga ilyo bamanika po na ifimuti ,"Uyu umulumendo afwele akaputula akepi, akashati kabula amaboko elyo nakasote akafiita"
7102,Banamayo baleteya umupila ukuminwe,Alabonse batatu nabafwala utu putula utwipi kwatifye mibinde,Umo afwele akakashika elyo nakashati aka katapa katapa,Ababiye bafwele utufwalo utwa makumbi makumbi,Umukashana untu afwele akashati aka katapakatapa natoloka mumulucilya alelwisha ukuma umupila
7103,Abantu abapusanapusana nabakolongana capamo,bambi nabekalako elyo bambi nabeminina,bambi nabo mwibumba umumwine balepitana,pali umwana umwaume uyo afwele icisote kumutwe icakashika,Uyu mulemendo nafwala na amakalashi mumenso elyo icote cakwe cilikwati minwe ishamuntu 
7104,abakashana babili baleshana,nabafwala utushati utwakashika elyo na ututoloshi,Ututoloshi twabo tuli utwamakumbimakumbi,umo palibena nakaka naishati lyakwe mumusana cilya aleshana,Akasuba nako nakasanika eico ifinshingwa fyabo filemoneka panshi
7105,bakanyekanye bahimya umulilo bali pa milimo,Aba bashitata bali babili,Nabafwala ifisote kumitwe naimingila shakubombelamo,Ifimpompo fintu bafwele kumitwe fyalikwata na amakalashi pamenso,Nabapapa panuma yabo utuntu muntu basendela umwela wakupemenamo
7106,Umulumendo ali mumulu ,Ali pakapampa akakashika cilya ali mumulu,Natoloka mumulu alefikafye mupepi ubutali bwafikulwa,Mukuboko kumo naikata inkoto,Kumutwe nafwala icisote icafita elyo nafwala pamubili ifyampepo
7107,Umulumendo naimanina na imbwa yakwe,Imbwa yakwe ili na amasako aya buuta ,Kumulandu yamasako ayo ayali ayabuuta amenso na akanwa filemoneka ifya fiita,Iyi imbwa naba kakila imishipi mumukoshi ,Naba ifwika na akasalu aka makumbimakumbi
7108,Abantu nabatitikana panceende imo ifi,bonse nabafwala ifyampepo ,Bambi nabafwala na utusote utwakupikula kumitwe yabo,Incende balimo ilepala kwi sitima,Balifye abansankana icinkumbawile banamayo pamo naba shitata
7109,Abantu abengi baleyangala pancende imo ifi ,Pali utumfunkwemfunkwe utwa menshi ayo yale fuma panshi,Pali ili bumba pali umulendo umo na umukashana abo abaikumbete,Bena tabafwele na amashati elyo naba bomba kumenshi,Uyu umulumendo na umukashana bafwelefye utuputula cilya bale yangala mumenshi
7110,Umulumendo aleyangala pa ncinga ,Naima mumulu elyo napilamusha akacinga kakwe na imwine,Akachinga kali mumulu elyo ena ashalila mwisaamba,Acibala abutusha akacinga elyo ayakemya mumulu kaya lepalamina fye na ututongoli twafimuti,Uyu umulumendo nafwala icintu pamenso ukelesha umwela uwingi ukumwingila mumenso
7111,Namayo ali mumaliketi muntu baleshitisha ifisabo naimisalu,"Muli ifisabo ifyalekanalekana ifili nga imyembe, amacungwa, mantimanti elyo nafimbipo",Uyu mayo alimupepi na shitata umo ifi,Uyu shitata uleyafwilisha namayo ukusala ifintu alefwaya pafisabo,Shitata uyo na kontama elyo namayo natambika ukuboko kwakwe
7112,Shitata alebomba mupep nafimashini ifyalekanalekana,Iyincende ilepala kuli mulya bapangila amapepala ayalekanalekana,Shitata uyu nafwala ishati ilya makumbimakumbi,Naikata icipepa ico cilefuma muli mashini,Uyu tata ai umutali elyo naipala pakati kamutwe wakwe
7113,Kabalwe aleya aleenda nasenda na icikotikala kunumayakwe,Mucikotikala muli abantu abo abafwele ifyacimishimishi,Mucikotikala muli bashitata babili abo bafwele ngabalya beta abati tata wacimishimishi,Cilaumo pali aba bashitaata naikala na umwana umunono,Bonse babili bafwele ifyakashika elyo kabalwe nankwe nabamufwika icakashika panuma
7114,Banamayo babili baletoshanya mwilyashi,Bali mucikulwa cabwalwa umo umuli abantu abengi nganshi,Mucikulwalwa namwaka na amalaiti ayo yalemoneka aya mutuntula,Aba banamayo balemonekakofye ifinso,Mupepi napantu bali pali shitata uyo alesekelela ali munseko
7115,Abalumendo babili baleyangala mumabwe makasa,bonse bafwele amatoloshi aya fiita,Umo afwele ishati ilya makumbi makumbi elyo umbi nao afwele ishati ilya buuta,Uyo afwele ishati ilya buuta nakontama panshi,Kanshi bonse babili ifinso fyabo tafilemoneka iyo
7116,Umulumendo na umukashana nabemanina pamulu wampili,pancende bali pali impili ishingi elyo ishikalamba,Bonse babili nabafwala amashati aya buta aya maboko ayepi,Bonse babili nakabili nabapapa utufyola panuma,Apantu bali napasanika akasuba elyo naicinshingwa nacilembwa panshi
7117,Imbwa shibili shili pancende imo ifi,Imo imbwa naikalako elyo imbi nayo naimanina ,Iyo iyi manine ilemneka kwati ilefwaya ukutoloka iye ilebutukilapo kumo,Shonse shibili nasha sama kukanwa eico ululimi luli panse,Iyo ilelepanshi ili iya fiita elyo iyo imanine ili iya kaki
7118,Akana akakashana kaleyangala mumbali yamumana,Mumbali yakamana muli utufyani tuntu batetelesha bwino bwino,Uyu umwana nafwala akalilaya aka buuta ,Utusapato twakwe nato tuli utwa buuta ,Uyu umwana apunamina panshi elyo ukuboko kumo naikata kumutwe
7119,Bashitata ukufikafye ankumpendwa ya mutanda nabemanina pancende imo ifi,Balemoneka kwati balelwisha ukumona ifintu filecita pantanshi yabo,Ico kuli akasuba ako akasanike ababantu nabashupikwa ukumona bwinobwino,Cilaumo pali bena naimya ukuboko kwakwe nangula icipepala pakulwisha ukucefyako akasuba pamenso,Apantu bali palifye iloba lyekalyeka pamushilielyo pantashi pali ifimuti
7120,Imbwa ileyangala pafyani,Ifyani fili teteleshiwa bwino bwino elyo ifya funda bwinobwino,Apa panceende pali imbwa iyi palemoneka kwati nipa cibansa cintu bateyelamo amangalo ayalekanalekana,Kumbali lubali napantu pali imbwa pali akapanda akanono akabuta,Akaakapanda emo balwisha ukwingisha umupila bakateya
7121,umukashana balemufika ifya chinyau,abalumendo babili ebalemmwafilishako,mumuputle bali muli amalaiti ayengi,pamenso uyu umuntu alemoneka kwati mulumendo,nafwala ichisote ichikwete amasako elyo na ifyakufwala ifyabeka namasako
7122,abafyashi nabatwala abana ukwakwangalila,panchende palemoneka palifye abana abankashi,Abana belemoneka bali abasansa ngashi,kunuma yabo ichende iyo bachingila nautushimbi,elo mukati ya tushimbi muli ifimuti ifingi
7123,abalumendo baleteya umupila wa basketball ,babili nabemya amaboko mukulwisha ukuboka umupila,abemeshe amaboko nabafwla ifya kufwala fyabuta,elo uyu balelwisha ukupoka imupila afwele ifya makumbi makumbi,kunuma  yabo kuli abaume abemanine abo aba alalolekesha pa bwangalo
7124,bakanyekanye ba masambililo ya science bali mumuputule,Balimofye babili mumuputule  uyu,Umo pali aba babili nabafwala ifyakufwala fya bashilikali,elo umo nafwala ifyakufwala ifyo ififwala bakundapa,uyo ufwele ifya bushilikali alelosha muli chimachine icho beta ati microscope
7125,bakalisha wafilimba batatu balelisha ifilimba,pali aba abatatu umo mukashana elo babili balumendo,bonse balelisha amabanjo yabo,umo pali bena nakwata chi banjo ichikalamba ngashi,elo kabili balebomfya icisoselo icho balebomfya ukwimbilamo
7126,abantu batatu apli petebulo balelya ichakulya,bali aba batatu umo mukashana elyo babili balumendo,balemoneka kwati lupwa lumo,petebulo pali ifyakulya ifingi elo na bakandulo,kumutwe bonse nbafwala utusote kwati bantu bali pakusefya
7127,umuntu ali mumenshi,nafwala akasote kumutwe elo na magalashi mumenso,pakati yamenshi pali intambo iyo ileputula swiming pool,swiming pool ilemoneka kwaati ni elya babomfya mukuchifyana musamba,umuntu alemoneka alifye eka ukwabula abntu nagubamo
7128,bakateya wamupila wa rugby bali muchibansa,umo alelwisha ukupoka umupila kumunakwe,bonse babili nabafwala ifyakufwala fye langi buta elyo na makumbi makumbi,kumtuwe bonse nabafwala ifisote ifya kuichigilila kubusanso,muchibansa muli nachikupiti wabantu abo abaletamba umupila
7129,abantu nabekala mukati kabwato,muli pashitata elyo nabanamayo,bonse balifye abasana elo bekele babili babili,ubwato bulipakati kamumana,kunuma yabo kuli amabwato nayambi elo na ifikulwa
7130,uukashana aleyenda pamusebo,alifye eka pantu takulemoneka abantu,nafwala ifyakufwala ifyafita,ukumutwe nafwala akasote kfita  na isapto shafita,napapa nakachola pakubeya akelngi lyafita
7131,umulemendo aleteya umupila uyo beta ati basket ball,natoloka mumulu mulwisha ukwingisha umupila muchipanda,naimaya ukuboko kwa kulyo umulu uko amesheko umupila,nafwala nakaputula kafita elyo na ishati lyafita elyabula amaboko,muchibansa muli na abantu abaletamba
7132,abana abaiche baleyangala,palebutukila mukulwesha ukutola amapepala,pa baiche pali abankashi elyo na amaume,pantu balebutukila palifye amaloba,kunuma yabo kuli na amayanda ayo ayalemonekela apatali
7133,ibuumba lili pakuchifyana kwa pa ma icinga,bonse nabafwala ifisote kumutwe elyo na amagalashi,pamubili nabafwala ama shati an utuputula utwapusana amalangi,ifisote fintu bafwele fyakuichilila kubusanso,bonse balechofa amaicinga mulubilo mukutila afike bwangu
7134,umuntu ali bachituku tuku,nafwala ichisote kumutwe elo nama galashi mumenso,panchend pantu ali napema amaloba elo na ulukungu,ukwensha kwakwe kuli kwati muntu ali pa bwangalo bwakucifyana ,kunuma yakwe kulemoneka ifimbaya mbaya ifimanine
7135,umwana umwankashi ali mumuputule wakwipikilamo,aleyangasha ifintu ifyo abikile pakanchiliko yachikopo cha mutuntulu,nakafwala n ishati ilya milinimilin ayamalagi yapusana,petebulo pantu ali pali ifintu nafimbi ifya pusana pusana,kuutwe nakakwata umushishi uwabuta elo utali
7136,abana abalumendo babili nabemanina nabatulula namaboko,bonse babili nabafwala ama shati yamaboko ayatali elo na amatoloshi ya makumbi makumbi,pali aba umo uli kunuma tafwele isapato elyo uli kuntashi nafwala ishafita ,bionse babili nabakwata umushishi kumutwe uwabuta elo utali,panchende pantu bali palifye ifyani 
7137,abalumendo babili bali kumbali ya cimana,nabafwala na utuputula ukwabula ama shati,umo uyo ufwele akaputula kamakubi makumi nafwala ama galashi,icimana chikalamba ngashi chilemoneka kwati nachikatana namakumbi,icimana nachipanga namabimbi ayengi
7138,imbwa iletoloka pamulu wa kamuti,ilemoneka kwati ili pamwangalo pwakuchifyana,"imbwa ikwete ilangi lyafita kumusana,pamenso pali apakashikila elyo munshi muli umwabuta",pamensso kali akachengela elo nakakwata namasako ayengi,ichende ilemoneka kwati nikulya patwala imbwa mukwangalila
7139,umulumendo naimanina nabika na ukulu kumo pamulu wacibumba,ukuboko kumo nakushitilisha kumutwe kwati muntu aletontokanya,nafwala ishati yabuta elo isapato ishabuta na istoloshi lyabutulukila,kumbali yakwe imo kuli ifimuti ifingi,elyo kunuma kulemoneka kuli ichikulwa ichelangi lya katapa katapa
7140,umuntu naikala mubali ya chikulwa,nafwala ifyakufwala fyabuta fyo fimufipile nakumutwe,ichikulwa chikunuma yakwe chili ichalamba ngashi,panatashi yakwe pali na ichibokoshi na iketulo,kunuma yakwe kuli umuntu ulemoneka fye ichanuma nafwala na ifyafita
7141,kapolokola nanina pali kamachine,aka machine kawete fye ama wilo yabili,nafwala yuniformu kabili nabikapo na ichisote kumutwe,aka kamachine alekensheha mukati ychikulwa ichakwata amatuka,kuminwe naikat na lamya iyo bakapokola babomfya
7142,umulumendo ali pamenshi,nakwela pamulu ya skatebord yapamenshi,aletoloka pamulu yamabimbi,icimana chikalamba ngahi,nafala na itoloshi lyafita elo na ishati lya mulopa mulopa
7143,abantu nabeamnina mubali yamusebo,balemoneka kwati balefwaya ukutoloka umusebo,pali aba abantu abafululepo nibashitata,kunuma yabo kuli na ichikulwa ichikulu,kabili mubali yamusebo muli na ifimuti 
7144,umukashana aleenda mumusebo,nafwala ishati lya mutungul elo nakaputula kama boboxi,nakobeka nachola kamacungwa pakubeya,mubali yamusebo muli na ichikulwa,kuli nabashitata babili abo abelemonekela kunuma yakwe
7145,bakateya wamupila wa rugby bali muchibansa,umo nakwata umupila uyo umunakwe alelwisha ukupoka,babili abakulubali lumo nabafwala ama jersey ayapalana ,kumutwe nabafwala ifisote ifya kuichigilila kubusanso,muchibansa muli na abantu abo abaletamba
